Cuenca/Litoral;Departamento;Municipio;Sitio desembarco;Método de pesca;Horas_trabajadas_inf;Horas_trabajadas_sup;Peso_total_inf;Peso_total_sup;Profundidad_inf;Profundidad_sup;Costo_total_inf;Costo_total_sup;Ingresos_inf;Ingresos_sup
Magdalena;Boyacá;Puerto Boyacá;Muelle Pescadores (Puerto Boyacá);Chinchorra;8,377600021;31,2;6,23;86,58;1,4;5,72;25760;97500;79275;1073280
Magdalena;Boyacá;Puerto Boyacá;Muelle Pescadores (Puerto Boyacá);Chinchorro continental;6,06375;46,26569893;3,00125;41,97375;2,1;7,8;16625;112125;24500;473362,5
Magdalena;Boyacá;Puerto Boyacá;Muelle Pescadores (Puerto Boyacá);Palangre calandrio;7,265650005;21,11460001;2,625;45,64625;1,4;6,5;17500;84500;28525;632937,5
Magdalena;Boyacá;Puerto Boyacá;Muelle Pescadores (Puerto Boyacá);Red de enmalle de deriva continental;9,105950003;17,10995009;10,5175;20,1175;1,764000003;3,744000118;58730;153530;168280;321880
Magdalena;Boyacá;Puerto Boyacá;Plaza de mercado (Puerto Boyacá);Atarraya;8,4;17,42;4,62;100,36;2,8;5,2;32900;88400;46200;1276080
Magdalena;Boyacá;Puerto Boyacá;Plaza de mercado (Puerto Boyacá);Chinchorra;9,790200043;32,80160046;6,51;71,5;1,4;2,6;21000;58500;95900;998270
Magdalena;Boyacá;Puerto Boyacá;Plaza de mercado (Puerto Boyacá);Chinchorro continental;8,5575;25,64445004;14,77875;107,6725;1,015;7,8;28000;123500;180880;1318590
Magdalena;Boyacá;Puerto Boyacá;Plaza de mercado (Puerto Boyacá);Palangre calandrio;8,015;18,46909996;8,82;84,565;2,8;7,02;42000;115050;114660;1083940
Magdalena;Boyacá;Puerto Boyacá;Puerto Boyacá;Atarraya;9,601199989;22,92420002;6,475;74,49260056;1,75;3,9;42000;130000;84262,5;1030575
Magdalena;Boyacá;Puerto Boyacá;Puerto Boyacá;Chinchorra;9,8;25,74779993;10,54199996;198,575;1,75;3,9;49000;149500;145334;2066077
Magdalena;Boyacá;Puerto Boyacá;Puerto Boyacá;Palangre calandrio;9,8;24,1539999;5,066600008;74,165;1,75;3,9;38500;136500;84252;1197495
Magdalena;Boyacá;Puerto Boyacá;Puerto Serviez;Atarraya;4,2;23,15429996;5,95;171,4375;1,05;9,945;20580;98800;41636;760188
Magdalena;Boyacá;Puerto Boyacá;Puerto Serviez;Atarraya rastra;4,165;15,6975;5,8975;65,585;3,43;10,465;34510;98670;69440;966654
Magdalena;Boyacá;Puerto Boyacá;Puerto Serviez;Chinchorra;7,217349935;22,36000025;11,445;184,1001508;2,45;10,4;28000;123500;55111;915739,5
Magdalena;Boyacá;Puerto Boyacá;Puerto Serviez;Chinchorro continental;7,7525;22,60309924;17,5525;180,505;1,505;5,2;22050;116805;52692,5;908804
Magdalena;Boyacá;Puerto Boyacá;Puerto Serviez;Cóngolo;4,5325;31,2325;35,0175;334,7175;3,535;7,735;31430;79430;205660;1500460
Magdalena;Boyacá;Puerto Boyacá;Puerto Serviez;Palangre calandrio;8,662149992;58,5;3,15;52;2,1;10,4;10500;100100;34580;756600
Magdalena;Boyacá;Puerto Boyacá;Puerto Serviez;Red de enmalle de deriva continental;2,8;54,8275;4,695600078;95,5825;2,1;11,7;20440;142480;53865;1239550
Magdalena;Boyacá;Puerto Boyacá;Puerto Serviez;Red de enmalle de encierro continental;4,9;9,1;31,15;57,85;2,8;5,2;32200;59800;245000;455000
Magdalena;Boyacá;Puerto Boyacá;Puerto Serviez;Red de enmalle fija continental;5,611549997;57,83895012;5,6;113,685;2,8175;11,635;26670;98735;90944;1457625
Magdalena;Boyacá;Puerto Boyacá;Puerto de los Jhonsons (Puerto Boyacá);Atarraya;7,821449976;22,04280005;2,975;57,60625;1,75;6,5;21000;74425;31850;620100
Magdalena;Boyacá;Puerto Boyacá;Puerto de los Jhonsons (Puerto Boyacá);Atarraya chile;8,961400032;21,125;24,185;295,9007886;1,82;3,9;40600;185900;242970;2990000
Magdalena;Boyacá;Puerto Boyacá;Puerto de los Jhonsons (Puerto Boyacá);Chinchorra;9,8175;25,71660046;7,423500013;78,2925;1,4;3,9;24500;103350;83160;946140
Magdalena;Boyacá;Puerto Boyacá;Puerto de los Jhonsons (Puerto Boyacá);Chinchorro continental;4,340000033;26,57200007;6,65;102,05;2,275;6,5;25375;99125;65275;1144650
Magdalena;Boyacá;Puerto Boyacá;Puerto de los Jhonsons (Puerto Boyacá);Palangre calandrio;8,05;22,1;3,045;45,37;1,75;7,8;21000;78780;35000;665340
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Atarraya;2,209550037;18,26434999;1,4;94,9975;1,4;5,2;5964;53300;8400;246090
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Atarraya rastra;5,130999947;12,35;6,1775;58,11;2,45;6,5;32200;67600;69317,5;628940
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Chinchorra;4,794999933;18,3039999;19,46;144,56;1,75;3,9;25900;69420;62650;459108
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Chinchorra nicurera;6,180999947;11,4789999;7,979999733;14,8199995;2,1;3,9;23100;42900;84000;156000
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Chinchorro continental;4,478599968;17,6539999;8,4;279,37;1,82;6,11;14280;59020;84000;523380
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Línea de mano;4,902799997;41,6;0;25,3175;1,4;6,5;8400;49400;21000;231140
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Línea de mano fija continental;6,120800171;28,3789999;1,4;24,6219997;0,7;3,9;15610;54600;18515;270972
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Palangre calandrio;7,227849975;29,38714992;1,378999995;23,69900077;0,7;1,3;14700;69979;18753;324506
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Red de enmalle de deriva continental;1,870050052;18,04335013;1,75;46,15;1,75;6,5;7000;59150;18200;413465
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Red de enmalle de encierro continental;4,679499993;13,1039999;6,02;110,76;2,8;6,5;28700;88400;77028;1464528
Magdalena;Caldas;La Dorada;Buenavista (La Dorada);Red de enmalle fija continental;1,16899997;42,22724762;0;37,5375;1,4;5,2;5425;29575;18501;231595
Magdalena;Caldas;La Dorada;La Charca de Guarinocito;Atarraya;1,28100003;7,266999888;0;41,98999901;1,190000033;2,469999969;0;0;7000;214500
Magdalena;Caldas;La Dorada;La Charca de Guarinocito;Atarraya chile;3,030999947;5,628999901;33,88000107;62,92000198;1,329999983;2,469999969;21000;39000;168000;312000
Magdalena;Caldas;La Dorada;La Charca de Guarinocito;Chinchorra;2,855999947;20,70185023;8,788500147;248,1959996;1,329999983;2,469999969;10500;130000;63000;1718990
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);Atarraya;4,2;21,905;2,45;48,10650015;1,75;6,5;7000;92560;14047,25;310180
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);Atarraya rastra;7,107100048;15,665;3,1325;68,35140009;1,7325;5,2;20825;58500;48055;430885
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);Chinchorra;5,6;25,7725;3,15;144,2675;1,75;5,85;10500;143000;31500;1066000
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);Chinchorro continental;7;15,99;3,85;42,38;2,8;6,5;14000;78000;32340;481832
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);Línea de mano fija continental;6,3;40,1933983;1,76049999;64,3175;2,1;5,2;10500;125970;29050;1028560
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);Nasas de Peces;6,3;15,47;4,585;48,0025;2,6425;7,8;17850;78000;38325;319059
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);Palangre calandrio;7;45,5;1,245299981;15,2802;1,75;6,5;0;52000;19600;232700
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);Red de enmalle de deriva continental;6,3;28,3789999;5,6;91,30874901;1,75;6,5;10500;156000;79100;1497665
Magdalena;Caldas;Supía;Desembarcadero (Supía);Atarraya;9,1;20,475;2,030000067;11,8300005;2,1;3,9;0;13000;20300;118690
Magdalena;Cesar;Chimichagua;Candelaria (Chimichagua);Atarraya;5,285000134;13,00650015;3,15;25,35;1,4;8,45;7070;27820;21000;163962,5
Magdalena;Cesar;Chimichagua;Candelaria (Chimichagua);Chinchorra;5,754000187;23,77440014;3,805200043;102,7;0,7;2,6;5600;112320;18588,5;534456
Magdalena;Cesar;Chimichagua;Candelaria (Chimichagua);Red de enmalle fija continental;9,61099968;21,94399891;1,609999967;60,5475;1,4;7,15;4340;27599;8540;161252
Magdalena;Cesar;Chimichagua;Candelaria (Chimichagua);Red de enmalle fija continental ciénaga;9,729999733;52,5590004;1,75;48,1;1,4;8,45;3150;34320;8750;165178
Magdalena;Cesar;Chimichagua;La Mata;Atarraya;2,2225;8,2225;5,08375;15,58375;1,284499968;3,204499997;3836;27716;17181,5;63381,5
Magdalena;Cesar;Chimichagua;La Mata;Chinchorra;5,2325;24,06625;6,65;104,40625;1,05;4,55;5246,5;89765;20580;456313
Magdalena;Cesar;Chimichagua;La Mata;Chinchorro continental;6,825;21,17699921;12,985;205,335;1,05;4,939999938;42952;184340;67620;963456
Magdalena;Cesar;Chimichagua;La Mata;Nasas de Peces;11,31900005;24,4789999;13,46625;143;1,4;6,5325;53900;210860;56399;546000
Magdalena;Cesar;Chimichagua;La Mata;Palangre calandrio;11,41875;24,74875;2,3975;16,9;1,05;4,745;1400;7377,5;16485;101400
Magdalena;Cesar;Chimichagua;La Mata;Red de enmalle fija continental;11,60599995;24,76499901;1,75;43,20875;1,4;2,989999938;14000;43160;11200;218400
Magdalena;Cesar;Chimichagua;La Mata;Red de enmalle fija continental ciénaga;10,55599995;25,35;2,625;39;1,259999967;7,15;1778;42120;7840;152880
Magdalena;Cesar;Chimichagua;Macurutú - Saloa;Atarraya;2,1;13,03899965;0,7;25,3825;0,7;3,9;0;16926;3360;108940
Magdalena;Cesar;Chimichagua;Macurutú - Saloa;Chinchorra;5,4075;15,7625;9,065;71,825;0,7;3,25;5040;51155;27160;210418
Magdalena;Cesar;Chimichagua;Macurutú - Saloa;Chinchorro continental;7,0525;36,00349861;41,825;157,625;0,805;2,405;39347;110825;121870;448630
Magdalena;Cesar;Chimichagua;Macurutú - Saloa;Flecha;1,54;5,08300005;0;9,75;1,959999967;3,744000087;0;2080;6860;62114
Magdalena;Cesar;Chimichagua;Macurutú - Saloa;Nasas de Peces;13,71125;56,76125;65,4325;191,1325;4,2175;8,4175;95305;367705;214481,75;759911,75
Magdalena;Cesar;Chimichagua;Macurutú - Saloa;Palangre calandrio;11,20699949;24,05195004;1,4;14,11345057;0,7;5,2325;0;7072;4655;117000
Magdalena;Cesar;Chimichagua;Macurutú - Saloa;Red de enmalle fija continental;2,401000047;25,18100109;1,036000013;36,4260006;1,75;6,5;0;23400;0;180700
Magdalena;Cesar;Chimichagua;Macurutú - Saloa;Red de enmalle fija continental ciénaga;2,638999987;27,3;0,7;33,15;1,120000017;6,5;0;27560;3220;137280
Magdalena;Cesar;Chimichagua;Puerto Real - Saloa;Atarraya;4,121599858;15,19245009;0,35;18,98;0,7;2,6;1995;27365;1400;74464
Magdalena;Cesar;Chimichagua;Puerto Real - Saloa;Chinchorra;4,851000047;36,62099911;2,45;145,145;0,7;2,6;2800;95940;8148;534690
Magdalena;Cesar;Chimichagua;Puerto Real - Saloa;Chinchorro continental;4,044250007;14,00425024;10,2725;105,0725;1,0675;2,5675;2240;55640;29974;496054
Magdalena;Cesar;Chimichagua;Puerto Real - Saloa;Palangre calandrio;5,330499923;23,99150015;0,7;8,3525;0,7;2,6;0;31200;7210;80184
Magdalena;Cesar;Chimichagua;Puerto Real - Saloa;Red de enmalle fija continental;3,828299854;23,5949995;1,05;44,8825;0,7;2,6;0;37700;6699;227812
Magdalena;Cesar;Chimichagua;Puerto Real - Saloa;Red de enmalle fija continental ciénaga;4,094999933;23,21280018;1,4;50,7;1,05;2,6;0;32500;6720;229424
Magdalena;Cesar;Chimichagua;Real;Atarraya;4,48875;11,81375;2,205;13,0325;1,75;8,6775;1673;15613;4634;36504
Magdalena;Cesar;Chimichagua;Real;Chinchorra;6,1075;24,87875;3,3075;63,9925;1,05;5,2;2100;44915;14581;258622
Magdalena;Cesar;Chimichagua;Real;Palangre calandrio;11,9;22,1;4,55;8,45;1,05;1,95;3570;6630;27300;50700
Magdalena;Cesar;Chimichagua;Real;Red de enmalle fija continental ciénaga;11,025;58,5;2,17;54,34;1,75;8,45;1820;60905;7560;225576
Magdalena;Cesar;Chimichagua;Sempegua;Atarraya;4,025;11,1539999;1,75;20,51140009;1,259999967;4,810000062;4270;31460;10080;131950
Magdalena;Cesar;Chimichagua;Sempegua;Chinchorra;4,844000053;19,0710001;5,95;97,1425;0,840000033;2,989999938;8400;105300;30033,5;442617,5
Magdalena;Cesar;Chimichagua;Sempegua;Chinchorro continental;5,586000013;19,5;16,16300011;294,6449921;0,7;3,120000124;29400;179400;72982;1271244
Magdalena;Cesar;Chimichagua;Sempegua;Palangre calandrio;10,80520004;23,075;1,838199933;11,18519987;0,840000033;2,6;0;20800;18711;97305
Magdalena;Cesar;Chimichagua;Sempegua;Red de enmalle fija continental;4,2;25,2460001;1,806349946;43,93999901;1,120000017;4,679999876;0;43680;8400;200239
Magdalena;Cesar;Chimichagua;Sempegua;Red de enmalle fija continental ciénaga;5,25;25,35;1,75;35,75;1,05;5,2;0;40170;6650;143520
Magdalena;Cesar;Gamarra;Puerto de Gamarra;Atarraya;7,423500013;29,81875;11,025;108,7125;2,1;5,2;10325;141375;81025;642135
Magdalena;Cesar;Gamarra;Puerto de Gamarra;Chinchorra;15,4;48,1;11,165;235,04;2,1;5,2;49000;195650;117600;1009320
Magdalena;Cesar;Gamarra;Puerto de Gamarra;Chinchorro continental;8,519000053;78,7475;8,852900019;195,585;1,75;6,5;24500;326950;90475;1426750
Magdalena;Cesar;Gamarra;Puerto de Gamarra;Cóngolo;1,215549971;3,813549997;2,87;7,67;1,7675;3,8675;8400;15600;51030;115830
Magdalena;Cesar;Gamarra;Puerto de Gamarra;Línea de mano fija continental;8,0325;31,74210001;4,2;51,61;1,75;5,2;19600;166660;63210;791570
Magdalena;Cesar;Gamarra;Puerto de Gamarra;Nasas de Peces;9,0125;58,6364994;25,725;281,775;1,75;5,2;42875;516750;120050;1140100
Magdalena;Cesar;Gamarra;Puerto de Gamarra;Palangre calandrio;9,8;28,3075;8,925;109,98;2,1;5,2;29400;117000;149030;1252160
Magdalena;Cesar;Gamarra;Puerto de Gamarra;Red de enmalle fija continental;7,942899952;32,5;5,136600108;76,7;2,1;5,2;10570;130000;72835;1025570
Magdalena;Cesar;La Gloria;La Gloria;Atarraya;4,55;14,4183001;6,405;103,35;0,7;3,9;6300;91000;30408;572728
Magdalena;Cesar;La Gloria;La Gloria;Atarraya puesteo;2,190999947;27,34159996;9,8;143,52;0,7;1,69;4760;179400;21756;511472
Magdalena;Cesar;La Gloria;La Gloria;Chinchorra;6,769000053;27,48720007;9,45;220,155;2,1;6,5;34300;150800;73563;1121848
Magdalena;Cesar;La Gloria;La Gloria;Chinchorro continental;8,75;29,705;12,005;145,21;2,1;7,8;35700;207025;80080;1135498
Magdalena;Cesar;La Gloria;La Gloria;Gaviota;4,2;12,48;29,4;103,74;2,1;3,9;30030;137670;105840;703872
Magdalena;Cesar;La Gloria;La Gloria;Línea de mano;11,48;26,845;5,04;63,05;2,8;6,5;4480;56030;37590;443300
Magdalena;Cesar;La Gloria;La Gloria;Línea de mano fija continental;12,04;29,12;3,15;25,3239999;2,1;6,5;3080;55640;31360;235456
Magdalena;Cesar;La Gloria;La Gloria;Nasas de Peces;12,35394998;28,55320004;17,115;236,99;1,05;5,2;21000;195000;74249;953290
Magdalena;Cesar;La Gloria;La Gloria;Palangre calandrio;6,596449976;27,0789999;2,1;18,43399978;1,4;6,5;3500;48750;16485;147472
Magdalena;Cesar;La Gloria;La Gloria;Red de enmalle de deriva continental;7,035;14,82;22,89;67,08;3,5;7,67;8400;16770;162624;375960
Magdalena;Cesar;La Gloria;La Gloria;Red de enmalle de encierro continental;4,146449976;22,3925;13,65;134,9725;0,7;2,6;9100;64480;73416;673673
Magdalena;Cesar;La Gloria;La Gloria;Red de enmalle fija continental;12,48099995;58,92900238;3,85;67,6;1,05;4,55;7000;52000;26880;383214
Magdalena;Cesar;Pelaya;Costilla;Atarraya;4,777499967;19,7210001;0,7;18,265;1,4;4,029999876;700;18265;4200;136552
Magdalena;Cesar;Pelaya;Costilla;Chinchorro continental;6,592250013;20,4652504;1,6625;50,7;1,4;2,795000124;1400;42607,5;11984;306228
Magdalena;Cesar;Pelaya;Costilla;Nasas de Peces;8,869000053;22,1;0,840000033;25,35;1,4;4,095000124;7000;39013;1512;151164
Magdalena;Cesar;Pelaya;Costilla;Palangre calandrio;8,169000053;21,40449921;1,05;14,105;1,148000015;3,574999938;0;16185;0;97110
Magdalena;Cesar;Pelaya;Costilla;Red de enmalle fija continental;9,330999947;22,6460001;0,7;25,5320002;1,4;4,095000124;700;20800;0;187005
Magdalena;Cesar;Tamalameque;Puerto Antequera;Atarraya;1,4;3,9;0,245;8,3525;0,7;1,3;245;3900;3710;40495
Magdalena;Cesar;Tamalameque;Puerto Antequera;Chinchorro continental;5,490099988;17,13789987;14,22539955;222,4039944;0,7;1,3;2800;83200;16870;828360
Magdalena;Cesar;Tamalameque;Puerto Antequera;Red de enmalle fija continental ciénaga;11,08099995;27,0789999;0,875;30,94260006;0,7;2,6;0;22620;0;201500
Magdalena;Cesar;Tamalameque;Puerto Boca;Atarraya;2,113999987;16,0289999;4,351199856;50,02919853;0,840000033;3,9;0;18200;0;237659,5
Magdalena;Cesar;Tamalameque;Puerto Boca;Barredera;1,979249948;8,481199753;1,395800004;21,2823;1,4;2,6;0;2600;0;228150
Magdalena;Cesar;Tamalameque;Puerto Boca;Chinchorro continental;4,572399979;20,49579998;6,887999973;113,791601;0,7;2,6;6300;46280;38808;642200
Magdalena;Cesar;Tamalameque;Puerto Boca;Línea de mano fija continental;1,16899997;24,1539999;0,95235001;13,15599985;1,4;14,3;0;3900;0;91039
Magdalena;Cesar;Tamalameque;Puerto Boca;Red de enmalle de deriva continental;2,106999993;18,12850022;2,40800004;40,42999926;0,595000017;10,4;0;19500;18109;272181
Magdalena;Cesar;Tamalameque;Puerto Boca;Red de enmalle fija continental;2,927399979;18,1089999;2,156000047;27,0919997;1,4;3,25;3360;19500;21745,5;187720
Magdalena;Cesar;Tamalameque;Puerto Boca;Red de enmalle fija continental ciénaga;5,719000053;32,84190039;5,737899818;54,06960125;1,4;3,9;7000;37700;42588;418158
Magdalena;Cesar;Tamalameque;Puerto Boca;Red de enmalle fija continental río;2,713200016;23,74319942;1,341199998;29,3540004;1,4;10,4;0;14300;0;208767
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;Atarraya;1,4;5,85;0;17,16;1,4;10,4;0;6500;10500;182000
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;Cóngolo;1,4;4,55;0;14,3;1,4;7,8;0;3900;10500;136500
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;Línea de mano fija continental;2,1;9,1;1,4;9,75;4,9;10,4;4900;16900;22400;126750
Magdalena;Cundinamarca;Guataquí;Guataquí;Atarraya;1,75;24,18;0;20,215;1,4;6,5;2800;52000;0;177612,5
Magdalena;Cundinamarca;Guataquí;Guataquí;Cóngolo;2,8;5,2;4,55;8,45;1,4;2,6;10500;19500;54600;101400
Magdalena;Cundinamarca;Guataquí;Guataquí;Línea de mano fija continental;2,055200043;115,31;0;13,52520012;2,1;6,5;3500;148200;0;325000
Magdalena;Cundinamarca;Guataquí;Guataquí;Nasas de Peces;8,05;18,2;0;16,38650015;1,4;5,2;5600;37180;0;117520
Magdalena;Cundinamarca;Guataquí;Guataquí;Palangre calandrio;3,15;122,9039501;0;15,59545033;2,8;9,165;3500;104325;14000;362700
Magdalena;Cundinamarca;Guataquí;Guataquí;Red de enmalle fija continental;2,45;93,665;0;27,14140009;2,1;7,8;3500;104000;6265;394550
Magdalena;Córdoba;Ayapel;Bocas de Seheve;Atarraya;2,330999947;8,45;4,025;53,4040004;1,4;7,15;0;7800;10080;123858,8
Magdalena;Córdoba;Ayapel;Bocas de Seheve;Chinchorro continental;2,275;9,1;3,498599968;138,774996;1,4;7,8;0;19500;11519,2;461760
Magdalena;Córdoba;Ayapel;Bocas de Seheve;Línea de mano;11,9175;22,7175;2,38;9,3925;2,1;3,9;5005;11635;9817,5;55087,5
Magdalena;Córdoba;Ayapel;Bocas de Seheve;Palangre calandrio;11,49644998;23,4;1,489250007;15,27695017;0,7;2,6;0;11700;9022,58;96488,86
Magdalena;Córdoba;Ayapel;Bocas de Seheve;Red de enmalle de deriva continental;2,1;7,8;2,633399992;49,985;2,45;7,8;0;6500;9385,46;155021,75
Magdalena;Córdoba;Ayapel;Bocas de Seheve;Red de enmalle de encierro continental;1,28100003;21,73860003;2,287950046;47,83479963;1,4;7,15;0;19500;9639;275294,5
Magdalena;Córdoba;Ayapel;Bocas de Seheve;Red de enmalle fija continental;12,075;27,0659996;2,1;34,2159996;1,05;5,2;0;19500;11900;183852,5
Magdalena;Córdoba;Ayapel;Cecilia;Atarraya;2,45;8,45;8,147999907;54,7625;1,05;3,9;0;9100;21357;115700
Magdalena;Córdoba;Ayapel;Cecilia;Línea de mano;11,55;24,64800005;2,625;14,1375;2,1;3,9;2800;18850;11550;51512,5
Magdalena;Córdoba;Ayapel;Cecilia;Palangre calandrio;11,92939987;25,35;2,975;17,07160046;1,05;3,25;2800;15600;16517,2;90584
Magdalena;Córdoba;Ayapel;Cecilia;Red de enmalle de deriva continental;1,575;7,15;3,15;19,5;2,1;5,85;0;0;13969,2;72676,5
Magdalena;Córdoba;Ayapel;Cecilia;Red de enmalle fija continental;12,13099995;24,7;3,997000027;29,9;1,05;3,9;2800;23400;18900;111989,8
Magdalena;Córdoba;Ayapel;Las Brisas;Línea de mano fija continental;12,01900005;22,3210001;2,80700016;5,213000298;1,75;3,25;4900;9100;16892,4;31371,6
Magdalena;Córdoba;Ayapel;Las Brisas;Palangre calandrio;12,72460005;25,89015009;0,8883;15,66565045;1,4;3,25;5600;10400;3748,5;94230,5
Magdalena;Córdoba;Ayapel;Las Brisas;Red de enmalle fija continental;11,55;27,3;1,189650034;33,50555058;1,05;4,55;3500;29900;7835,8;241345
Magdalena;Córdoba;Ayapel;Los Tendales;Atarraya;2,64599998;7,30079998;4,989599981;25,675;1,05;3,25;0;5200;19747;98514
Magdalena;Córdoba;Ayapel;Los Tendales;Red de enmalle fija continental;11,95599995;25,025;4,388999987;32,5;1,05;3,25;7000;31200;25200;153920
Magdalena;Córdoba;Ayapel;Marralú;Arpón;2,813999987;7,124000025;3,15;21,36875;3,15;6,5;;;15356,25;139587,5
Magdalena;Córdoba;Ayapel;Marralú;Atarraya;2,45;9,1;4,55;71,9875;1,05;7,15;0;13000;11928;206388
Magdalena;Córdoba;Ayapel;Marralú;Chinchorro continental;3,325;22,1;6,987749953;222,3773492;2,45;7,15;0;70200;32699,8;819292,5
Magdalena;Córdoba;Ayapel;Marralú;Flecha;2,877350035;6,861399965;3,85;21,14125;3,15;7,8;;;18165;132395,25
Magdalena;Córdoba;Ayapel;Marralú;Nasas de Peces;9,275;21,21859991;3,546199989;56,68390034;2,1;5,2;0;3900;6666,1;66357,2
Magdalena;Córdoba;Ayapel;Marralú;Palangre calandrio;3,730999947;23,075;1,4;32,5;1,05;3,25;0;13000;9940;227370
Magdalena;Córdoba;Ayapel;Marralú;Red de enmalle de deriva continental;2,334499943;9,75;4,205250037;73,45;2,45;9,1;0;15600;16520;244237,5
Magdalena;Córdoba;Ayapel;Marralú;Red de enmalle de encierro continental;3,535;15,5675;9,065;45,61700069;2,1;5,005;3780;30420;55742,4;147869,8
Magdalena;Córdoba;Ayapel;Marralú;Red de enmalle fija continental;10,675;26,4289999;2,219000053;47,37850109;0,7;5,2;0;23400;10146,5;228549,75
Magdalena;Córdoba;Ayapel;Palotal;Atarraya;2,346400032;8,38760006;5,95;38,61;1,4;3,9;10500;19500;34300;125996
Magdalena;Córdoba;Ayapel;Palotal;Red de enmalle fija continental;11,9;26,7539999;4,9;40,3;1,4;3,9;7700;22100;31850;168902,5
Magdalena;Córdoba;Ayapel;Playa Blanca (Ayapel);Red de enmalle fija continental;10,26900005;23,9460001;1,763999987;22,00250025;0,7;3,9;0;18200;10010;108030
Magdalena;Córdoba;Buenavista;Santa Clara;Atarraya;2,330999947;8,878999901;3,573499947;35,1;1,05;7,8;980;3380;9261;112554
Magdalena;Córdoba;Buenavista;Santa Clara;Chinchorro continental;10,26900005;25,025;5,6;49,4;3,15;10,4;2100;64350;29400;287300
Magdalena;Córdoba;Buenavista;Santa Clara;Flecha;10,38099995;23,17964992;2,6075;7,0525;3,5;7,0525;1302;3822;18252,5;49367,5
Magdalena;Córdoba;Buenavista;Santa Clara;Palangre calandrio;10,96900005;25,58140009;1,75;20,865;1,4;7,8;2352;12870;10500;168909
Magdalena;Córdoba;Buenavista;Santa Clara;Red de enmalle de deriva continental;2,45;11,13840004;3,15;82,1859996;2,8;8,45;1120;4160;12075;376610
Magdalena;Córdoba;Buenavista;Santa Clara;Red de enmalle fija continental;11,025;25,35;3,675;26;1,05;4,55;1260;3640;13650;107900
Magdalena;Córdoba;Buenavista;Tierra Santa;Atarraya;3,487050037;7,855249901;4,7075;16,51;1,855;7,8;861;1820;10045;33605
Magdalena;Córdoba;Buenavista;Tierra Santa;Red de enmalle de deriva continental;3,185;7,67;3,71;15,665;3,5;6,5;994;2080;14577,5;41405
Magdalena;Córdoba;Buenavista;Tierra Santa;Red de enmalle fija continental;11,2;26,06630003;3,045;21,45;2,1;4,55;980;3380;12442,5;84272,5
Magdalena;Huila;Hobo;Puerto Maco/Puerto Momico;Atarraya;5,544000053;12,35;15,75;73,19259907;4,2;9,1;15400;52650;94500;467194
Magdalena;Huila;Hobo;Puerto Maco/Puerto Momico;Palangre calandrio;3,619000053;19,2789999;3,15;16,14470007;4,2;9,1;16800;37700;56000;290004
Magdalena;Huila;Hobo;Puerto Maco/Puerto Momico;Red de enmalle fija continental;5,075;12,025;7,826000214;42,9;4,2;9,1;14000;31200;65100;333060
Magdalena;Huila;Hobo;Puerto Momico;Atarraya;5,130999947;19,825;8,05;54,6;1,4;13;8400;48100;42000;291837
Magdalena;Huila;Hobo;Puerto Momico;Línea de mano;11,31900005;35,75650052;1,75;15,6;0,7;6,5;4900;29900;22050;166010
Magdalena;Huila;Hobo;Puerto Momico;Palangre calandrio;1,575;19,7210001;1,75;13,59800005;4,2;13;5600;36400;18935;247000
Magdalena;Huila;Hobo;Puerto Momico;Red de enmalle fija continental;5,019000053;59,18640083;4,4275;44,33649965;1,4;13;6300;36400;22820;238966
Magdalena;Huila;Neiva;El Malecón (Neiva);Atarraya;3,85;22,5289999;4,661999893;52,6987495;1,75;11,7;14700;80600;50001;658255
Magdalena;Huila;Yaguará;Yaguará;Arpón;3,647000027;12,51575007;3,85;28,275;2,1;5,2;5600;33475;15400;121420
Magdalena;Huila;Yaguará;Yaguará;Atarraya;4,319000053;20,8;7;92,95;2,1;13;6300;41600;27741;440440
Magdalena;Huila;Yaguará;Yaguará;Chinchorra;4,080999947;22,5289999;13,03120052;188,4480008;2,1;6,5;9800;40300;47600;717912
Magdalena;Huila;Yaguará;Yaguará;Chinchorro continental;4,8125;21,39800005;7,525;87,9125;2,8;7,8;8050;26975;26950;363480
