Cuenca/Litoral;Departamento;Municipio;Sitio desembarco;Método de pesca;Horas_trabajadas_inf;Horas_trabajadas_sup;Peso_total_inf;Peso_total_sup;Profundidad_inf;Profundidad_sup;Costo_total_inf;Costo_total_sup;Ingresos_inf;Ingresos_sup
Amazonía;Amazonas;La Pedrera;La Pedrera;Arpón;7,803250027;94,79925327;20,54499993;314,730003;1,4;8,125;23275;351585;106050;2055950
Amazonía;Amazonas;La Pedrera;La Pedrera;Atarraya;3,815;35,59139984;24,03800091;157,7680067;1,61;15,99;19138;89726;86310;372970
Amazonía;Amazonas;La Pedrera;La Pedrera;Línea de mano fija continental;8,05;70,56399841;14,90999947;123,5;2,1;10,4;22750;172640;71400;554450
Amazonía;Amazonas;La Pedrera;La Pedrera;Palangre calandrio;7,263199749;99,02099762;16,85600021;291,8759937;2,8;11,7;19208;289744;104160;1389440
Amazonía;Amazonas;La Pedrera;La Pedrera;Red de enmalle de deriva continental;7,276499987;121,6800005;19,6;515,775;2,1;19,5;26040;473070;110950;2664675
Amazonía;Amazonas;La Pedrera;La Pedrera;Red de enmalle fija continental;7,637000027;117,6890024;16,08600021;307,1640063;2,8;11,7;21686;386828;95200;1618240
Amazonía;Amazonas;Leticia;Bodega AZAFRA;Palangre calandrio;92,15499573;171,1449921;105,1399979;195,259996;3,5;6,5;12040;22360;10780;20020
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Flecha;42,7;79,3;302,4;561,6;;;140000;260000;1386000;2574000
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Línea de mano fija continental;5,74;21,97;5,831000147;104,5525012;2,8;5,2;0;43550;42885,5;681720
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Palangre calandrio;5,3375;125,385;8,707999907;120,0354988;1,4;7,8;29820;321750;66325;1066650
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Red de enmalle de deriva continental;3,15;79,3;25,2;158,340004;2,1;6,5;27300;234000;157500;1072500
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Red de enmalle fija continental;2,8;55,705;7,070000267;129,5320012;2,1;6,5;0;195910;49000;1086800
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Atarraya;10,5;51,935;3,783500063;71,55199995;0,7;3,9;16800;129740;42731,5;737750
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Línea de mano fija continental;8,4;54,9575;3,18149997;87,60050179;1,4;7,8;13615;151385;56784;1421784
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Palangre calandrio;9,1;53,3;3,491600008;67,22299881;2,1;7,8;13160;143000;39858;1131383,5
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Red de enmalle fija continental;9,8;84,5;6,159999866;75,4;1,4;3,9;18900;234000;75880;1253070
Amazonía;Caquetá;Curillo;Curillo;Atarraya;9,299850035;23,14;7,693000174;92,1375;2,1;3,9;24045;144690;47579;694330
Amazonía;Caquetá;Curillo;Curillo;Línea de mano fija continental;9,1;21,8789999;2,309999967;59,63099936;2,1;7,8;19600;109200;44721,25;995751,25
Amazonía;Caquetá;Curillo;Curillo;Palangre calandrio;8,980999947;21,8789999;0;31,16360016;1,4;5,2;18900;123500;17500;457080
Amazonía;Caquetá;Curillo;Curillo;Red de enmalle de deriva continental;6,23;20,93;7;198,51;2,1;3,9;21000;92300;50624;1044810
Amazonía;Caquetá;Curillo;Curillo;Red de enmalle fija continental;8,75;20,15;1,05;47,68139835;1,4;5,2;7350;61165;14000;488852
Amazonía;Caquetá;Florencia;Aparca;Arpón;5,74;37,52840004;7,63;162,9680048;2,1;6,5;23520;267800;91910;2500992
Amazonía;Caquetá;Florencia;Aparca;Atarraya;4,9;17,3289999;4,703999987;65,9360006;1,4;9,1;15400;146900;48685;886944,5
Amazonía;Caquetá;Florencia;Aparca;Línea de mano fija continental;5,25;9,75;2,8;5,2;3,5;6,5;9800;18200;28000;52000
Amazonía;Caquetá;Florencia;Aparca;Palangre calandrio;3,085950003;15,28995009;1,155;40,755;3,5;6,5;58835;110435;277200;514800
Amazonía;Caquetá;Florencia;Aparca;Red de enmalle de deriva continental;5,830999947;19,80420002;10,99699989;95,14699921;2,24;6,24;58800;169780;178528;1264926
Amazonía;Caquetá;Florencia;Aparca;Red de enmalle fija continental;5,880700016;18,48340004;8,519700003;182,455;2,1;7,8;49560;223730;145215;2654756
Amazonía;Caquetá;Florencia;Puerto Arango;Atarraya;5,719000053;15,6;5,0225;58,89;1,4;6,5;31500;102180;48912,5;690950
Amazonía;Caquetá;Florencia;Puerto Arango;Red de enmalle fija continental;4,190200043;51,61259857;8,091999893;301,6;2,8;7,54;36960;511160;511287;3744000
Amazonía;Caquetá;La Montañita;Santuario;Arpón;3,85;20,15;6,3;82,68;1,82;6,5;11340;175500;73206;1309685
Amazonía;Caquetá;La Montañita;Santuario;Atarraya;4,128250027;34,04375;0;82,76450119;1,4;7,8;12950;164125;56000;1002157
Amazonía;Caquetá;La Montañita;Santuario;Palangre calandrio;3,535;74,61349762;0,07;38,79199995;1,4;7,8;11970;208000;36820;506402
Amazonía;Caquetá;La Montañita;Santuario;Red de enmalle de deriva continental;4,2;43,56625;0;131,08875;2,1;7,8;18900;183300;77308;1637844
Amazonía;Caquetá;La Montañita;Santuario;Red de enmalle fija continental;6,323800011;23,4;2,57599998;30,1079998;1,4;5,2;9100;62920;35525;378300
Amazonía;Caquetá;San Vicente Del Caguán;Puerto principal (San Vicente del Caguán);Atarraya;2,8;13,2210001;5,039999866;47,19649916;2,1;5,2;37065;162565;72240;697086
Amazonía;Caquetá;San Vicente Del Caguán;Puerto principal (San Vicente del Caguán);Línea de mano fija continental;2,877350035;16,9;5,29199996;31,59;2,1;5,2;27265;101075;81270;541775
Amazonía;Caquetá;San Vicente Del Caguán;Puerto principal (San Vicente del Caguán);Palangre calandrio;2,7125;12,8375;4,339999866;25,025;1,4;3,9;29925;99125;64505;413595
Amazonía;Caquetá;San Vicente Del Caguán;Puerto principal (San Vicente del Caguán);Red de enmalle de deriva continental;2,45;9,1;5,63150012;38,0575;1,4;5,2;42630;132015;86485;712478
Amazonía;Caquetá;San Vicente Del Caguán;Puerto principal (San Vicente del Caguán);Red de enmalle fija continental;2,8;11,375;6,369999766;40,65750074;2,1;5,2;34300;144300;101080;532090
Amazonía;Putumayo;Puerto Asís;Muelle Hong Kong;Arpón;2,205;22,8149995;11,00399979;55,64;1,4;2,6;12880;89440;202720;699660
Amazonía;Putumayo;Puerto Asís;Muelle Hong Kong;Atarraya;1,393000007;8,228999901;0;28,925;1,4;2,6;9100;41600;12600;217100
Amazonía;Putumayo;Puerto Asís;Muelle Hong Kong;Línea de mano fija continental;1,4;35,15720081;0;67,80800079;1,4;2,6;9800;111800;25200;995085
Amazonía;Putumayo;Puerto Asís;Muelle Hong Kong;Palangre calandrio;1,869000053;84,78860065;0;81,9;1,4;4,16;10500;237510;39200;1476930
Amazonía;Putumayo;Puerto Asís;Muelle Hong Kong;Recolección manual de mota;1,75;98,15;3,5;58,5;1,4;2,6;12600;152100;28000;481000
Amazonía;Putumayo;Puerto Asís;Muelle Hong Kong;Red de enmalle de deriva continental;4,051949949;29,95395;4,087999873;22,56799999;1,4;2,6;18025;144625;51170;167570
Amazonía;Putumayo;Puerto Asís;Muelle Hong Kong;Red de enmalle fija continental;1,519000053;41,9262978;0;48,1129998;1,4;2,6;10150;140530;16800;665600
Amazonía;Putumayo;Puerto Asís;Muelle la esmeralda;Línea de mano fija continental;3,516100001;6,600099936;8,12;45,5;1,4;2,6;12635;32240;88480;594880
Amazonía;Putumayo;Puerto Asís;Muelle la esmeralda;Palangre calandrio;10,11394964;146,7459481;14,56;232,96;1,4;2,6;44782,5;866482,5;161560;2331160
Amazonía;Putumayo;Puerto Asís;Muelle la esmeralda;Red de enmalle fija continental;2,70024997;9,275499833;0;27,95;1,4;5,2;11550;30062,5;26460;234390
Amazonía;Putumayo;Puerto Leguízamo;La Tagua;Línea de mano fija continental;8,250900126;39,26650015;1,252999973;109,4990004;5,6;11,05;4900;130910;0;1140815
Amazonía;Putumayo;Puerto Leguízamo;La Tagua;Palangre calandrio;8,575;105,4040024;1,120000017;119,6;5,25;13;5600;265850;8400;1161452,5
Amazonía;Putumayo;Puerto Leguízamo;La Tagua;Red de enmalle fija continental;8,336650085;96,6875;2,1;76,96;4,9;12,35;5250;250055;0;595465
Amazonía;Putumayo;Puerto Leguízamo;Muelle Principal (Puerto Leguízamo);Línea de mano fija continental;8,519000053;91,65;7,385000134;94,9;3,15;9,1;9800;213200;84000;1289600
Amazonía;Putumayo;Puerto Leguízamo;Muelle Principal (Puerto Leguízamo);Palangre calandrio;11,14400005;212,485;9,471000013;141,57;3,85;11,05;32340;483600;105735;1473940
Amazonía;Putumayo;Puerto Leguízamo;Muelle Principal (Puerto Leguízamo);Red de enmalle de deriva continental;2,1;26,76504991;10,1325;195,65;2,8;9,1;7700;99320;77420;1043250
Amazonía;Putumayo;Puerto Leguízamo;Muelle Principal (Puerto Leguízamo);Red de enmalle fija continental;2,975;145,38875;8,75;163,29625;2,8;11,05;10500;358670;70000;1419047,5
Amazonía;Putumayo;San Miguel;Río San Miguel;Arpón;1,68;32,16719982;1,154300009;83,785;1,4;11,96;3920;55510;0;1018290
Amazonía;Putumayo;San Miguel;Río San Miguel;Atarraya;0,595;4,095;0,973000017;32,21139959;0,7;2,6;2590;28860;0;272766
Amazonía;Putumayo;San Miguel;Río San Miguel;Línea de mano fija continental;0,7;16,9;0,439949985;56,45184961;1,4;15,6;2800;90090;0;730717
Amazonía;Putumayo;San Miguel;Río San Miguel;Red de enmalle de deriva continental;0,519400001;8,1575;0,407750005;38,48585013;1,4;9,815;2800;39000;0;405860
Amazonía;Putumayo;San Miguel;Río San Miguel;Red de enmalle fija continental;2,414299984;18,2;0,646800009;65,32890083;1,4;15,6;4200;52000;0;818721,8
Amazonía;Vaupés;Mitú;Puerto de desembarco (Mitú);Arpón;2,45;34,9375;1,819999933;30,77749901;8,4;19,5;4900;39975;21175;450775
Amazonía;Vaupés;Mitú;Puerto de desembarco (Mitú);Línea de mano fija continental;4,708199883;20,15;1,871800051;38,8960001;7;19,5;7000;35100;30940;578006
Amazonía;Vaupés;Mitú;Puerto de desembarco (Mitú);Nasas de Peces;6,574400005;16,88960001;8,777999907;60,55140059;8,4;19,11;7980;32370;152040;916500
Amazonía;Vaupés;Mitú;Puerto de desembarco (Mitú);No definido;7,65800004;14,60809999;6,582799931;61,75129978;8,4;15,6;16800;32370;95130;924300
Amazonía;Vaupés;Mitú;Puerto de desembarco (Mitú);Palangre calandrio;2,19800004;21,78800005;2,085999947;22,3599995;7,21;15,6;5600;32500;28000;342680
Atrato;Antioquia;Murindó;Desembarcadero (Murindó);Red de enmalle fija continental;1,971899955;6,867900269;2,350949928;80,51290049;1,4;3,9;1400;36400;9240;242474,7
Atrato;Antioquia;Vigía Del Fuerte;Buchadó;Línea de mano fija continental;10,65819988;25,4540004;1,335600028;23,03340054;2,8;6,5;23800;130260;7560;162292
Atrato;Antioquia;Vigía Del Fuerte;Buchadó;Red de enmalle fija continental;10,57000027;27,1960001;1,406999993;78,30550079;2,8;6,5;4900;71500;4200;204880
Atrato;Antioquia;Vigía Del Fuerte;San Alejandro;Línea de mano fija continental;1,630999947;33,39895;1,524600073;32,56109929;5,6;19,5;0;40755;5691;613067
Atrato;Antioquia;Vigía Del Fuerte;San Alejandro;Red de enmalle de deriva continental;1,109150027;12,33895;5,914999733;257,9394962;4,2;24,7;11200;62400;13678;391742,65
Atrato;Antioquia;Vigía Del Fuerte;San Alejandro;Red de enmalle fija continental;11,08099995;30,7710001;2,169999933;137,3840004;2,8;15,6;0;49400;5390;428904,45
Atrato;Antioquia;Vigía Del Fuerte;San Antonio de Padua;Línea de mano fija continental;2,835000134;39,36400089;5,096000147;67,0670002;1,4;9,1;5250;37700;27580;230750
Atrato;Antioquia;Vigía Del Fuerte;San Antonio de Padua;Red de enmalle de deriva continental;1,028999995;14,33899965;3,381699896;343,6900986;1,4;6,5;4270;62400;8248,87;533286
Atrato;Antioquia;Vigía Del Fuerte;San Antonio de Padua;Red de enmalle fija continental;11,69699989;33,43599911;4,873399858;163,6387993;1,4;5,85;5600;70200;13080,62;362456,64
Atrato;Chocó;Bojayá;La Isla de los Palacios;Red de enmalle fija continental;13,42460018;37,5960001;2,477999973;90,76860413;1,4;6,5;0;28600;3136;133978
Atrato;Chocó;Bojayá;San José de la Calle;Línea de mano fija continental;2,428300004;23,71590054;0,898099978;17,69819967;4,2;24,7;0;19500;7792,4;214188
Atrato;Chocó;Bojayá;San José de la Calle;Red de enmalle de deriva continental;1,094799991;5,272799807;5,458599901;139,7603983;10,5;24,7;10500;35230;14294;293462
Atrato;Chocó;Bojayá;San José de la Calle;Red de enmalle fija continental;4,164999866;24,86899891;0,94150002;52,72800179;3,5;11,7;0;39000;7445,55;294970
Atrato;Chocó;Carmen Del Darién;Curvaradó;Red de enmalle fija continental;11,95599995;26,5590004;2,051000047;84,0827021;5,6;10,4;0;28600;11200;369200
Atrato;Chocó;Carmen Del Darién;Domingodó;Flecha;3,649799957;39,1040004;2,199400039;541,5020032;4,2;10,4;0;114400;13160;565760
Atrato;Chocó;Carmen Del Darién;Domingodó;Línea de mano fija continental;9,692899952;22,87740044;1,024800024;27,3000005;4,2;10,4;0;58500;10535;435760
Atrato;Chocó;Carmen Del Darién;Domingodó;Red de enmalle de deriva continental;13,97340006;32,18084939;97,69550011;521,3584897;5,6;10,4;23170;154765;364700;1740700
Atrato;Chocó;Carmen Del Darién;Domingodó;Red de enmalle fija continental;10,57630011;31,4210001;0,440999997;301,2555018;4,2;10,4;0;107900;7000;676000
Atrato;Chocó;Carmen Del Darién;La Grande;Línea de mano fija continental;11,22100048;20,83900089;5,635000134;10,46500025;2,8;5,2;9800;18200;30800;57200
Atrato;Chocó;Carmen Del Darién;La Grande;Red de enmalle de deriva continental;5,69100008;21,3460001;30,45;841,1649841;4,2;7,8;8400;31200;63000;1950000
Atrato;Chocó;Carmen Del Darién;La Grande;Red de enmalle fija continental;10,85;24,7260006;2,638999987;126,531601;2,1;9,1;0;52000;9100;340210
Atrato;Chocó;Carmen Del Darién;Montaño;Línea de mano fija continental;12,27625047;22,97425042;5,548199933;12,08219985;;;10010;25610;44725,8;87133,8
Atrato;Chocó;Carmen Del Darién;Montaño;Red de enmalle de deriva continental;6,31400032;11,7260006;52,91999893;98,27999802;2,1;3,9;31500;58500;147000;273000
Atrato;Chocó;Carmen Del Darién;Montaño;Red de enmalle fija continental;10,5;32,7210001;1,18300004;76,05;2,1;5,2;0;30550;0;225813,25
Atrato;Chocó;Carmen Del Darién;Vigía de Curvaradó;Red de enmalle fija continental;9,859500027;29,01924968;1,252999973;138,3232477;2,1;9,1;0;80600;5208;469300
Atrato;Chocó;Quibdó;Policía fluvial (Quibdó);Línea de mano fija continental;4,494000053;25,1289999;4,698749983;100,1422466;3,5;11,7;0;84500;28140;640932,5
Atrato;Chocó;Quibdó;Policía fluvial (Quibdó);Red de enmalle de deriva continental;1,471400032;7,54260006;9,637600021;339,5625986;6,3;15,6;2100;71500;35672;1312168
Atrato;Chocó;Quibdó;Policía fluvial (Quibdó);Red de enmalle fija continental;8,916600008;25,35;4,353649995;126,8078534;3,15;11,7;2800;65000;29590,26;782190,5
Atrato;Chocó;Quibdó;Puerto Kenedy;Línea de mano fija continental;6,0725;54,145;3,319750088;74,9261487;;;17500;161850;33915;467973,35
Atrato;Chocó;Quibdó;Puerto Kenedy;Red de enmalle fija continental;8,82;25,61;9,963799877;26,75659946;4,2;7,8;14000;88400;45652,32;250302
Atrato;Chocó;Quibdó;Tagachí;Atarraya;2,1;21,27384994;12,34660004;341,9357393;2,1;6,5;0;23400;4641;352761,5
Atrato;Chocó;Quibdó;Tagachí;Cóngolo;8,790249953;61,1325;0,681799988;12,83425005;0,77;2,6;1820;21775;0;48114,3
Atrato;Chocó;Quibdó;Tagachí;Línea de mano fija continental;2,474499993;25,60609991;1,05;15,80799943;0,7;15,6;0;23270;0;166328,5
Atrato;Chocó;Quibdó;Tagachí;Red de enmalle de deriva continental;1,75;16,9;5,50899992;1399,456467;2,1;15,6;0;116350;139,05696;1181778
Atrato;Chocó;Quibdó;Tagachí;Red de enmalle fija continental;10,14789995;33,9300005;1,363950034;72,14155067;1,4;3,9;0;41600;0;119353,52
Atrato;Chocó;Riosucio;Riosucio;Red de enmalle fija continental;12,87999973;65,77999802;14,44905046;154,7;2,1;7,8;39200;195000;77427;827362,25
Atrato;Chocó;Unguía;Marriaga;Red de enmalle fija continental;9,96099968;24,7;0,485799996;31,85;1,05;7,8;0;36400;0;244172,5
Caribe;Antioquia;Arboletes;Barrio Pambelé;Arpón;6,180999947;11,4789999;13,3;24,7;8,4;15,6;18900;35100;175000;325000
Caribe;Antioquia;Arboletes;Barrio Pambelé;Línea de mano;7,986650019;71,695;9,07375;104,5427497;13,09;162,5;86870;360880;73622,5;847210
Caribe;Antioquia;Arboletes;Barrio Pambelé;Red de enmalle camaronera;3,5;15,23079998;0,21;14,59119972;2,94;15,6;7000;68510;1293,25;115833,25
Caribe;Antioquia;Arboletes;Barrio Pambelé;Red de enmalle de encierro marina;5,04;12,04319992;4,635400085;401,7;2,94;9,62;38500;101400;326466,91;2601820
Caribe;Antioquia;Arboletes;Barrio Pambelé;Red de enmalle fija marina;1,538600035;21,45;1,05;47,42400139;2,1;40,3;0;102700;16800;703300
Caribe;Antioquia;Arboletes;Playa Arboletes;Línea de mano;8,109500027;59,15324821;4,975249991;102,0532482;8,4;78;70000;358800;38413,2;928612,75
Caribe;Antioquia;Arboletes;Playa Arboletes;Palangre o espinel de fondo;3,169949923;22,23194905;3,37995014;13,26195001;5,74;15,34;19670;38870;20279,7;79571,7
Caribe;Antioquia;Arboletes;Playa Arboletes;Red de enmalle camaronera;3,08;9,926800079;0,368200016;3,9;3,5;7,8;11200;20800;8617,35;45240
Caribe;Antioquia;Arboletes;Playa Arboletes;Red de enmalle de encierro marina;3,85;7,15;7;13;2,8;5,2;21000;39000;98000;182000
Caribe;Antioquia;Arboletes;Playa Arboletes;Red de enmalle fija marina;3,5;21,13539999;0;18,915;3,115;15,6;7770;67925;1539,3;210419,3
Caribe;Antioquia;Necoclí;Mulatos;Palangre o espinel de fondo;1,785700016;5,525;2,8;91;3,5;11,31;0;38480;23240;1274000
Caribe;Antioquia;Necoclí;Mulatos;Palangre o espinel de superficie;2,155999947;16,10374975;0;43,225;4,2;10,4;0;42900;29155;1065025
Caribe;Antioquia;Necoclí;Mulatos;Red de enmalle camaronera;3,883599968;16,38;4,41;105,17;5,6;11,7;37800;124540;87850;2394925
Caribe;Antioquia;Necoclí;Mulatos;Red de enmalle fija marina;1,75;20,15;0;88,14;2,8;13;0;143000;26950;1374295
Caribe;Antioquia;Necoclí;Playa Necoclí;Arpón;1,4;2,6;6,125;11,375;2,8;5,2;21000;39000;98000;182000
Caribe;Antioquia;Necoclí;Playa Necoclí;Línea de mano;21;62,4;17,71;39,91;8,085;74,685;166950;508950;298025;571025
Caribe;Antioquia;Necoclí;Playa Necoclí;Línea de mano fija marina;2,52;77,87;1,05;106,145;2,94;247;1400;1216800;26250;2045062,5
Caribe;Antioquia;Necoclí;Playa Necoclí;Palangre o espinel de fondo;16,275;129,5125;27,86875;271,5375;22,225;227,5;126000;988000;305593,75;2809543,75
Caribe;Antioquia;Necoclí;Playa Necoclí;Red de enmalle camaronera;1,519000053;6,5;0,175;11,7975;2,8;10,4;0;26000;4200;262080
Caribe;Antioquia;Necoclí;Playa Necoclí;Red de enmalle de encierro marina;3,185;75,14;4,17375;266,435;2,8;7,8;35000;563550;77840;3415360
Caribe;Antioquia;Necoclí;Playa Necoclí;Red de enmalle fija marina;3,749899979;105,3;0,875;198,1525;4,2;23,4;14000;650000;23100;2254070
Caribe;Antioquia;Necoclí;Playa Necoclí;Red de enmalle fija marina campaña;24,85;133,38;11,305;219,31;3,5;22,1;210000;665600;162050;2524600
Caribe;Antioquia;Necoclí;Playa Totumo;Línea de mano;3,22;103,22;1,575;103,61;2,8;11,7;3500;325000;18375;1214850
Caribe;Antioquia;Necoclí;Playa Totumo;Línea de mano fija marina;9,1;102,7;5,705;127,7575;3,5;30,55;115325;390000;153632,5;2072232,5
Caribe;Antioquia;Necoclí;Playa Totumo;Palangre o espinel de fondo;5,270999947;104;7,98;134,55;3,5;58,5;41160;416000;102900;2417025
Caribe;Antioquia;Necoclí;Playa Totumo;Red de enmalle camaronera;2,8;71,5;0,875;69,42;2,8;13;9800;260000;22662,5;908050
Caribe;Antioquia;Necoclí;Playa Totumo;Red de enmalle fija marina;2,8;100,1;1,82875;104;2,1;32,5;8400;377000;19600;1194862,5
Caribe;Antioquia;Necoclí;San Sebastian;Atarraya;1,62400002;10,9720002;0;59,54;2,8;8,58;;;10587,5;370500
Caribe;Antioquia;Necoclí;San Sebastian;Línea de mano;58,21899872;108,1209976;21;39;3,5;6,5;42000;78000;251300;466700
Caribe;Antioquia;Necoclí;San Sebastian;Red de enmalle fija marina;2,1;98,32289825;0;91;3,15;10,4;14000;296725;8400;973050
Caribe;Antioquia;Necoclí;Zapata;Arpón;2,905;12,675;1,26;63,115;3,5;16,77;15050;91000;44100;725400
Caribe;Antioquia;Necoclí;Zapata;Línea de mano fija marina;12,42675004;41,60324821;15,00625;64,35;5,075;29,9;111562,5;377975;287000;1189500
Caribe;Antioquia;Necoclí;Zapata;Palangre o espinel de fondo;5,81;87,2625;1,16375;158,3075;2,8;130;14000;650000;9310;1624545
Caribe;Antioquia;Necoclí;Zapata;Red de enmalle camaronera;3,380999947;42,44759857;1,61;93,47;2,8;15,6;16100;159640;25200;1909700
Caribe;Antioquia;Necoclí;Zapata;Red de enmalle de encierro marina;13,69970034;35,4575;82,18;539,305;4,2;15,99;113890;336700;1561770;6924060
Caribe;Antioquia;Necoclí;Zapata;Red de enmalle fija marina;1,75;28,6;0;70,2;2,1;19,5;8400;162500;21700;1034800
Caribe;Antioquia;San Juan De Urabá;Casco Urbano (San Juan de Urabá);Arpón;4,084500027;20,91050005;1,564499927;113,3925005;10,15;23,4;31500;195000;71260;1120340
Caribe;Antioquia;San Juan De Urabá;Casco Urbano (San Juan de Urabá);Palangre o espinel de fondo;11,38585032;24,05;0;38,98634981;7,35;23,465;38500;120900;16800;806650
Caribe;Antioquia;San Juan De Urabá;Casco Urbano (San Juan de Urabá);Red de arrastre artesanal o changa;3,067399912;25,39939915;1,079399972;71,7339994;3,36;9,62;50204;172770;48755;855595
Caribe;Antioquia;San Juan De Urabá;Casco Urbano (San Juan de Urabá);Red de enmalle camaronera;6,136199989;21,32;3,36;24,96;1,05;4,03;8960;36920;42560;327210
Caribe;Antioquia;San Juan De Urabá;Casco Urbano (San Juan de Urabá);Red de enmalle de deriva marina;10,27810016;22,24820091;2,262400012;120,7245032;11,2;36,4;76205,5;193193;22610;1469455
Caribe;Antioquia;San Juan De Urabá;Casco Urbano (San Juan de Urabá);Red de enmalle fija marina;6,3;53,3;1,566600008;104,5160982;2,8;32,5;15400;507650;0;1575600
Caribe;Antioquia;San Juan De Urabá;Damaquiel;Atarraya;2,1;3,9;1,225;2,275;0,7;1,3;;;18375;34125
Caribe;Antioquia;San Juan De Urabá;Damaquiel;Palangre o espinel de fondo;10,15;23,58979988;0,7;30,55;4,34;23,14;7000;42640;8505;336700
Caribe;Antioquia;San Juan De Urabá;Damaquiel;Red de enmalle camaronera;5,25;18,88899965;1,4;79,3;2,8;15,6;17500;156000;29190;1264900
Caribe;Antioquia;San Juan De Urabá;Damaquiel;Red de enmalle de deriva marina;7,421400166;21,71779919;5,04;92,56;4,9;13,65;39200;148850;11480;911040
Caribe;Antioquia;San Juan De Urabá;Damaquiel;Red de enmalle fija marina;4,9;36,1789999;0,7;122,2;2,8;32,79249926;8400;344500;22452,5;1661010
Caribe;Antioquia;San Juan De Urabá;Uveros;Red de enmalle camaronera;4,695249987;18,2;1,05;62,48125;1,4;15,6;11340;129902,5;25375;1148550
Caribe;Antioquia;San Juan De Urabá;Uveros;Red de enmalle de deriva marina;5,265399985;21,72039949;2,905;129,805;3,5;15,6;35700;173264;35910;1365000
Caribe;Antioquia;San Juan De Urabá;Uveros;Red de enmalle fija marina;4,2;33,8;0;98,345;1,4;26;0;292500;4200;1439100
Caribe;Antioquia;Turbo marino;Bocas del Atrato;Arpón;2,965199943;9,157199759;9,201499887;33,35150046;2,110499998;4,270499941;17160,5;39240,5;147157,5;533617,5
Caribe;Antioquia;Turbo marino;Bocas del Atrato;Atarraya;2,611000013;4,849000025;42,875;79,625;1,505000067;2,795000124;60200;111800;277550;515450
Caribe;Antioquia;Turbo marino;Bocas del Atrato;Buceo de peces;3,658199983;16,71539999;2,163699998;35,89300104;2,13149997;5,934500012;12495;67795;25960,2;471160,3
Caribe;Antioquia;Turbo marino;Bocas del Atrato;Flecha;5,523699939;24,03895;3,258150055;41,32894962;1,401749998;4,410250118;5250;123071;22050;449800
Caribe;Antioquia;Turbo marino;Bocas del Atrato;Palangre o espinel de fondo;6,630400019;26,18330085;0;60,3525;2,905000067;11,95999975;5950;23400;15739,5;1042405
Caribe;Antioquia;Turbo marino;Bocas del Atrato;Palangre o espinel de superficie;11,67740025;24,21509907;0;34,99209902;3,569999933;9,554999876;7000;17550;21030,24;947700
Caribe;Antioquia;Turbo marino;Bocas del Atrato;Red de enmalle fija marina;9,729999733;20,5789999;0;16,9;1,680000067;6,954999876;0;23400;14700;298610
Caribe;Antioquia;Turbo marino;El Roto;Palangre o espinel de fondo;11,18110003;25,20829998;0;50,22030018;2,240000033;58,5;16100;78000;16975;741487,5
Caribe;Antioquia;Turbo marino;El Roto;Palangre o espinel de superficie;7,783299971;26,29380077;0;43,2575;4,2;10,4;16800;62400;17150;624494
Caribe;Antioquia;Turbo marino;El Roto;Red de enmalle fija continental;10,675;22,5159996;3,061099918;28,93280018;1,4;3,9;0;70200;15260;216268
Caribe;Antioquia;Turbo marino;El Roto;Red de enmalle fija marina;10,86400032;24,4659996;0;31,38459927;1,4;10,4;8190;96200;9625;409500
Caribe;Antioquia;Turbo marino;El Uno;Palangre o espinel de fondo;4,307100048;36,075;3,745;71,5;3,5;9,1;14000;131040;48300;1038700
Caribe;Antioquia;Turbo marino;El Uno;Red de enmalle fija marina;5,233200016;45,85620071;0,175;50,7;3,5;11,7;7000;143000;13125;562900
Caribe;Antioquia;Turbo marino;La Playa (Turbo);Arpón;5,190499973;16,25;3,675;114,4;2,1;7,15;62300;266500;56000;1725880
Caribe;Antioquia;Turbo marino;La Playa (Turbo);Red de enmalle fija marina;6,3;74,5225;0,7;43,9725;2,1;39;3500;175500;9800;579410
Caribe;Antioquia;Turbo marino;Nueva Colonia;Buceo de peces;3,815;28,21260006;13,72;137,93;2,1;9,1;78400;340600;246960;2554500
Caribe;Antioquia;Turbo marino;Nueva Colonia;Flecha;6,769000053;27,3;6,65;111,8975;1,4;5,2;7000;156000;42000;786890
Caribe;Antioquia;Turbo marino;Nueva Colonia;Palangre o espinel de fondo;10,41599995;59,75709976;6,5275;109,6875;3,5;13;48125;260000;38500;1353560
Caribe;Antioquia;Turbo marino;Nueva Colonia;Palangre o espinel de superficie;18,35399985;117,2209976;21,3675;162,4025;4,2;10,4;133000;546000;221725;1510535
Caribe;Antioquia;Turbo marino;Nueva Colonia;Red de enmalle de encierro marina;13,50719994;86,6917981;25,53600021;170,6640063;3,5;6,890000248;77000;509600;174720;1299220
Caribe;Antioquia;Turbo marino;Nueva Colonia;Red de enmalle fija continental;12,78900005;119,3790024;19,03300011;392,1059937;2,1;6,629999876;63000;572000;155400;2500680
