Cuenca o Litoral;Departamento;Municipio;Sitio de desembarco...10;Tipo de unidad;Especie;Peso_total_inf;Peso_total_sup;Precio_x_Kg_inf;Precio_x_Kg_sup;Numero_individuos_inf;Numero_individuos_sup;kg_ind_inf;kg_ind_sup
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Hypophthalmus marginatus;3,759;55,2565;4476,5;16250;4,725;94,575;0,175;0,940333333
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Hypostomus niceforoi;3,0975;85,995;2660;11017,5;15,75;389,35;0,093333333;0,303333333
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Leiarius marmoratus;1,8375;39,481;3486;16250;2,1;59,8;0,336;2,34
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Leporinus agassizii;2,94;24,18;4760;14358,5;12,6;92,235;0,11235;0,444166667
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Leporinus fasciatus;4,123;25,09;3850;13000;22,05;111,15;0,124833333;0,343633333
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Lithodoras dorsalis;2,184;13;3500;9594;0,7;9,035;1,18125;8,723
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Megaleporinus trifasciatus;2,639;37,31;4959,5;15008,5;8,015;118,755;0,192803497;0,471569196
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Megalodoras uranoscopus;2,17;31,824;2870;13156;0,7;10,4;1,169;9,464
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Myloplus asterias;9,1;16,9;5320;9880;;;;
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Myloplus rubripinnis;13,37;24,83;3500;6500;61,6;114,4;0,151931818;0,282159091
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Mylossoma albiscopum;3,654;62,751;2978,5;16250;14;390;0,0728;0,334595238
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Mylossoma aureum;9,66;33,67;3220;10010;;;;
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Osteoglossum bicirrhosum;1,757;34,944;3745;15704;0,7;15,6;0,658;5,525
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Oxydoras niger;1,3685;42,848;2306,5;8918;1,4;25,48;0,3649;3,1005
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pellona castelnaeana;2,0895;52,4407;6699;19727,5;0,7;23,4;0,896;4,857811111
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pellona flavipinnis;1,33;23,3233;5232,5;16250;0,7;14,69;0,478625;3,159
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Phractocephalus hemioliopterus;1,596;7,488;2702;13832;0,84;5,2;0,77;6,526
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Piaractus brachypomus;1,624;89,154;5250;23400;0,7;67,795;0,222515625;4,8945
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pimelodina flavipinnis;1,8025;25,4475;3587,5;15665;4,2;40,95;0,240625;1,885
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pimelodus blochii;2,94;46,644;3500;15587;15,54;390;0,064485556;0,280366667
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pinirampus pirinampu;2,184;52,728;4774;16250;1,4;62,4;0,3325;2,03125
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Plagioscion squamosissimus;1,89;31,33;5250;16250;0,735;32,305;0,31745;3,965
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Platynematichthys notatus;2,457;36,556;3363,5;16250;2,03;44,46;0,4263;2,7664
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Platystomatichthys sturio;17,64;32,76;8330;15470;8,4;15,6;1,47;2,73
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Potamorhina altamazonica;6,44;64,4475;2660;12096,5;40,46;527,475;0,046433333;0,302974146
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Potamorhina pristigaster;7,476;62,14;2842;9750;39,34;178,36;0,08335;0,262303387
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Prochilodus nigricans;10,605;80,6;3745;13000;15,12;478,92;0,102355556;0,475913043
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Prochilodus rubrotaeniatus;4,34;85,8;3500;16250;16,8;351;0,118766667;0,476666667
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Psectrogaster amazonica;12,047;85,41;2660;12330,5;106,225;752,7;0,048533333;0,176364337
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Psectrogaster rhomboides;7,21;20,644;3500;6500;47,6;179,66;0,07953343;0,229767442
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pseudoplatystoma punctifer;1,911;52,572;5362;19461;0,7;39;0,6195;4,0885
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pseudoplatystoma tigrinum;1,428;28,47;5250;19500;0,7;15,405;0,574;4,8425
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pterodoras granulosus;2,303;52,052;2723;10088;1,225;39,65;0,427291667;5,127777778
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pterygoplichthys pardalis;6,237;77,11795;2348,5;9750;28;305,175;0,107563235;0,46345
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Pygocentrus nattereri;1,848;34,71;3906;16250;8,19;127,4;0,112740385;0,553196429
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Rhaphiodon vulpinus;3,528;65,208;3332;13546;3,43;156;0,163333333;1,1726
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Rhytiodus sp. 1;5,1765;37,5765;5250;9750;21,315;143,715;0,167737793;0,338747826
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Schizodon fasciatus;2,408;42,016;3612;18460;10,92;158,08;0,134866667;0,629571429
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Semaprochilodus insignis;8,715;61,425;3500;17862;34,58;242,32;0,14;0,5005
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Serrasalmus rhombeus;7;13;5600;10400;22,4;41,6;0,21875;0,40625
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Serrasalmus spp.;1,4;2,6;5250;9750;6,3;11,7;0,155555556;0,288888889
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Sorubim lima;2,401;41,418;3227;13871;6,3;140,4;0,138055556;0,685595238
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Sorubimichthys planiceps;1,26;15,6;4186;14196;0,7;15,6;0,679333333;4,836
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Triportheus angulatus;2,954;60,736;2590;13000;17,045;640,9;0,045453333;0,222739899
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);UEP;Zungaro zungaro;1,715;14,157;3143;13533;0,7;4,29;1,1095;7,215
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Ageneiosus inermis;1,561;12,545;7700;15600;0,7;4,485;0,842333333;2,7755
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Aguarunichthys inpai;1,414;6,89;7700;15600;0,7;1,3;1,407;2,847
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Brachyplatystoma filamentosum;5,565;48,8345;11200;23530;0,7;2,73;5,565;29,055
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Brachyplatystoma rousseauxii;9,856;58,526;12600;23400;0,7;3,9;6,937;21,33733333
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Calophysus macropterus;1,008;9,75;7700;15600;0,7;6,24;0,613666667;2,591333333
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Leiarius marmoratus;2,8;16,432;11200;24960;0,7;3,9;2,282;6,478333333
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Leiarius sp. 1;3,78;7,02;12600;23400;0,7;1,3;3,78;7,02
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Phractocephalus hemioliopterus;11,55;21,45;8400;15600;0,7;1,3;11,55;21,45
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Piaractus brachypomus;2,4815;10,3155;8400;15600;0,7;1,3;2,4815;10,3155
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Pimelodus blochii;1,4;2,6;7700;14300;;;;
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Pinirampus pirinampu;1,512;5,733;7700;15470;0,735;2,535;1,62225;4,59225
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Platynematichthys notatus;0,735;17,875;7875;15600;0,7;1,3;0,714;2,496
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Prochilodus nigricans;2,695;47,125;8400;20800;;;;
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Pseudoplatystoma punctifer;2,296;20,319;9800;20800;0,7;5,07;1,75;10,0295
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Pseudoplatystoma tigrinum;3,297;22,555;9800;20800;0,7;2,6;3,143;16,575
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Sorubim lima;1,435;3,835;7735;15535;4,2;7,8;0,233333333;0,433333333
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Sorubimichthys planiceps;2,191;11,284;8015;20800;0,7;2,6;1,904;6,5
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;IM;Zungaro zungaro;2,7265;87,6135;11200;24700;0,7;7,41;2,7265;21,19823333
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Ageneiosus inermis;0,63;21,385;7000;18200;0,7;6,695;0,4095;2,99
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Aguarunichthys inpai;0,7;13;7000;20800;0,7;3,9;0,7;3,25
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Astronotus ocellatus;2,8;5,2;4200;7800;;;;
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Brachyplatystoma filamentosum;5,88;100,1;11200;27300;0,7;3,9;5,7505;60,84
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Brachyplatystoma rousseauxii;6,132;46,254;10500;27300;0,7;2,6;6,118;39,26
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Brachyplatystoma tigrinum;2,037;13,9555;8855;23985;0,7;1,3;2,03;6,24
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Brycon amazonicus;0,455;38,025;8750;26000;0,7;1,3;0,588;2,964
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Calophysus macropterus;0,77;42,536;7700;20800;0,7;10,4;0,494375;2,06375
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Colossoma macropomum;5,684;11,024;9800;18200;0,735;2,535;2,99075;10,76075
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Hemisorubim platyrhynchos;0,5425;7,41;6825;20800;0,7;6,11;0,45325;1,95
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Hydrolycus armatus;1,295;13,845;3150;7800;0,7;5,135;1,1235;7,4035
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Leiarius marmoratus;1,75;38,922;10500;27300;0,7;4,485;1,47;6,5
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Leiarius sp. 1;2,45;22,3145;10500;27300;0,7;4,485;2,1875;8,1185
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Megalonema sp. 1;1,106;16,7375;6965;15600;2,24;7,67;0,224933333;0,706333333
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Mylossoma aureum;0,8505;12,22;5600;17030;1,4;15,405;0,319375;1,031136364
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Oxydoras niger;4,2;7,8;8400;15600;0,7;1,3;4,2;7,8
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Panaque titan;1,281;15,132;4200;12220;0,875;7,475;0,574583333;1,164583333
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Phractocephalus hemioliopterus;2,45;26;5600;20800;0,7;1,3;2,45;23,985
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Piaractus brachypomus;1,19;35,75;7000;20800;0,7;4,485;1,1585;11,687
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Pimelodus blochii;1,295;23,465;7700;18200;4,9;9,1;0,15;0,278571429
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Pinirampus pirinampu;0,917;23,335;7700;20670;0,7;2,6;0,7;4,2445
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Plagioscion squamosissimus;2,03;3,77;4200;7800;0,7;1,3;2,03;3,77
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Platynematichthys notatus;0,7;26;7700;20800;0,7;5,135;0,564666667;3,9
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Prochilodus nigricans;2,4395;57,824;7000;20800;0,7;59,8;0,242666667;0,953333333
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Pseudoplatystoma punctifer;1,96;55,185;9100;24700;0,7;6,955;1,56275;11,05
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Pseudoplatystoma tigrinum;2,8;45,5975;9100;24700;0,7;3,9;2,59;18,2
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Schizodon fasciatus;0,4585;23,205;7000;19370;1,4;14,17;0,211884615;0,62725
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Semaprochilodus insignis;8,05;14,95;9800;18200;;;;
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Sorubim lima;0,35;15,47;6335;19435;0,7;6,5;0,266;1,612
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Sorubimichthys planiceps;1,61;27,534;7000;20800;0,7;3,9;1,4;8,229
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;MA;Zungaro zungaro;2,8;92,95;10500;27300;0,7;7,8;2,52;26,26975
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Ageneiosus inermis;0,9135;12,87;7000;19435;0,7;6,045;0,35;1,92725
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Aguarunichthys inpai;0,7112;14,3;6720;18720;0,7;3,9;0,6965;2,73
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Brachyplatystoma filamentosum;5,628;75,53;10500;26000;0,7;2,08;5,586;75,66
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Brachyplatystoma rousseauxii;8,218;24,492;11200;25480;0,7;1,3;8,218;24,492
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Brachyplatystoma tigrinum;3,5;6,5;9100;16900;0,7;1,3;3,5;6,5
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Calophysus macropterus;0,994;29,3995;7700;19500;0,7;2,6;0,49;2,0475
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Leiarius marmoratus;1,75;26,455;10500;26000;0,7;3,25;1,75;6,41875
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Leiarius sp. 1;3,57;6,63;10500;19500;0,7;1,3;3,57;6,63
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Megalonema sp. 1;0,7763;13;7000;13715;0,84;6,24;0,2737;0,7657
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Mylossoma aureum;2,45;4,55;6300;11700;2,1;3,9;0,816666667;1,516666667
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Phractocephalus hemioliopterus;4,9035;9,2235;6370;14170;0,7;1,3;4,9035;9,2235
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Piaractus brachypomus;2,086;14,69;9800;19500;0,7;1,3;2,002;5,122
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Pinirampus pirinampu;2,163;12,142;7210;18200;0,7;3,705;1,306666667;4,953
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Platynematichthys notatus;0,7315;19,5;7700;19500;0,7;3,64;0,714;2,223
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Prochilodus nigricans;4,5325;53,7875;8400;18200;;;;
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Pseudoplatystoma punctifer;2,0265;32,2595;9100;23855;0,7;5,2;1,60825;8,460833333
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Pseudoplatystoma tigrinum;4,865;24,362;9100;23400;0,7;1,3;4,865;24,362
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Schizodon fasciatus;4,34;12,74;8470;18070;;;;
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Sorubim lima;0,6265;10,4;7000;19500;0,7;4,745;0,39725;1,3845
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Sorubimichthys planiceps;2,268;18,07;7000;20280;0,7;5,135;1,89175;7,2735
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;PM;Zungaro zungaro;2,989;52,65;10500;26000;0,7;2,6;2,8;16,9
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Ageneiosus inermis;0,9695;6,2465;7420;20410;0,735;2,535;0,79625;2,35625
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Aguarunichthys inpai;1,015;4,03;8750;20150;0,7;2,6;0,79625;3,5425
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Brachyplatystoma filamentosum;7,0875;52,975;11200;26000;0,7;1,3;7,0875;52,975
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Brachyplatystoma rousseauxii;8,4;15,6;12600;23400;0,7;1,3;8,4;15,6
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Brachyplatystoma tigrinum;2,6215;5,9215;11340;25740;0,7;1,3;2,6215;5,9215
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Calophysus macropterus;2,52;12,415;8400;20800;3,5;6,5;0,84;1,56
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Hemisorubim platyrhynchos;1,4;2,6;9800;18200;;;;
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Leiarius marmoratus;4,1125;36,6275;14210;28600;1,4;4,94;1,995;5,1675
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Leiarius sp. 1;3,542;7,982;12740;28340;0,7;1,3;3,542;7,982
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Mylossoma aureum;7,035;14,235;8400;15600;;;;
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Piaractus brachypomus;2,296;8,944;11200;25480;0,7;1,3;2,296;8,944
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Pinirampus pirinampu;0,686;3,471;7210;20800;0,7;1,3;0,679;3,484
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Platynematichthys notatus;0,84;1,56;11200;20800;0,7;1,3;0,84;1,56
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Prochilodus nigricans;2,7125;75,5625;8400;20800;;;;
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Pseudoplatystoma punctifer;2,1;22,295;9800;26000;0,7;4,615;1,4315;11,0435
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Pseudoplatystoma tigrinum;3,458;28,34;9800;26000;0,7;2,34;3,458;15,6
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Sorubim lima;0,4235;0,9035;8470;18070;0,7;1,3;0,4235;0,9035
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Sorubimichthys planiceps;1,449;9,009;8680;25480;0,7;1,3;1,449;9,009
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;UEP;Zungaro zungaro;2,107;20,67;11200;28600;0,7;3,9;2,107;12,35
Amazonía;Caquetá;Curillo;Curillo;MA;Ageneiosus inermis;0,42;6,63;8400;18200;0,7;9,1;0,294116667;2,86
Amazonía;Caquetá;Curillo;Curillo;MA;Ageneiosus vittatus;0,14;0,65;8400;16575;0,7;3,575;0,1225;0,30875
Amazonía;Caquetá;Curillo;Curillo;MA;Aguarunichthys inpai;0,525;4,7775;8400;20800;0,7;2,6;0,504;3,107
Amazonía;Caquetá;Curillo;Curillo;MA;Brachyplatystoma filamentosum;5,544;83,018;11200;26000;0,7;1,3;5,544;69,472
Amazonía;Caquetá;Curillo;Curillo;MA;Brachyplatystoma rousseauxii;8,288;89,492;12600;26000;0,7;3,64;8,288;31,434
Amazonía;Caquetá;Curillo;Curillo;MA;Brachyplatystoma tigrinum;1,82;14,885;8400;18200;0,7;4,355;1,82;6,3895
Amazonía;Caquetá;Curillo;Curillo;MA;Brycon amazonicus;0,84;10,582;9800;23400;0,7;4,745;0,476;5,5315
Amazonía;Caquetá;Curillo;Curillo;MA;Brycon hilarii;0,399;5,447;7490;20345;0,7;2,145;0,3045;5,447
Amazonía;Caquetá;Curillo;Curillo;MA;Brycon melanopterus;0,14;0,26;7000;13000;0,7;1,3;0,14;0,26
Amazonía;Caquetá;Curillo;Curillo;MA;Calophysus macropterus;0,63;19,63;8400;15600;0,7;8,45;0,6265;3,003
Amazonía;Caquetá;Curillo;Curillo;MA;Hemisorubim platyrhynchos;0,3185;8,268;8400;18200;0,7;8,385;0,28;1,78425
Amazonía;Caquetá;Curillo;Curillo;MA;Hydrolycus armatus;1,7045;10,751;2800;15600;0,7;2,6;1,68875;9,92875
Amazonía;Caquetá;Curillo;Curillo;MA;Leiarius marmoratus;1,89;13,26;9800;26000;0,7;3,9;1,82;8,32
Amazonía;Caquetá;Curillo;Curillo;MA;Leiarius sp. 1;1,9775;11,115;9800;21125;0,7;2,925;1,89875;7,1825
Amazonía;Caquetá;Curillo;Curillo;MA;Leporinus subniger;0,21;19,552;5600;13000;0,7;18,07;0,196636364;0,77575
Amazonía;Caquetá;Curillo;Curillo;MA;Megalonema sp. 1;0,637;21,567;8400;18200;1,4;39;0,175;1,107785714
Amazonía;Caquetá;Curillo;Curillo;MA;Mylossoma albiscopum;0,924;15,691;3010;7410;1,33;28,21;0,3565;0,9555
Amazonía;Caquetá;Curillo;Curillo;MA;Oxydoras niger;4,655;12,9675;4200;19240;0,7;1,3;4,655;12,9675
Amazonía;Caquetá;Curillo;Curillo;MA;Phractocephalus hemioliopterus;5,047;38,662;8400;23400;0,7;2,6;5,047;23,79
Amazonía;Caquetá;Curillo;Curillo;MA;Piaractus brachypomus;1,064;28,756;8400;23400;0,7;3,9;1,064;13,416
Amazonía;Caquetá;Curillo;Curillo;MA;Pimelodus blochii;0,3325;5,915;8400;15600;1,4;19,11;0,122111111;0,3315
Amazonía;Caquetá;Curillo;Curillo;MA;Pimelodus ornatus;0,1505;1,4105;8400;15600;0,7;2,405;0,1505;1,21225
Amazonía;Caquetá;Curillo;Curillo;MA;Pinirampus pirinampu;0,966;5,889;8400;20280;0,7;3,64;0,931;2,665
Amazonía;Caquetá;Curillo;Curillo;MA;Plagioscion squamosissimus;1,4;7,254;2800;18200;0,7;2,6;1,4;4,909666667
Amazonía;Caquetá;Curillo;Curillo;MA;Platynematichthys notatus;0,581;5,538;8400;18200;0,7;3,9;0,581;3,185
Amazonía;Caquetá;Curillo;Curillo;MA;Potamorhina altamazonica;4,466;10,985;2800;5200;;;;
Amazonía;Caquetá;Curillo;Curillo;MA;Prochilodus nigricans;1,19;63,6675;4480;18200;1,995;67,6;0,1673;0,885295113
Amazonía;Caquetá;Curillo;Curillo;MA;Prochilodus rubrotaeniatus;3,5;59,163;4200;13000;8,155;65,585;0,144237121;0,60775
Amazonía;Caquetá;Curillo;Curillo;MA;Pseudoplatystoma punctifer;2,1;29,25;11200;26000;0,7;3,9;2,03;14,69
Amazonía;Caquetá;Curillo;Curillo;MA;Pseudoplatystoma tigrinum;4,354;27,924;10500;26000;0,7;2,6;4,354;22,23
Amazonía;Caquetá;Curillo;Curillo;MA;Rhaphiodon vulpinus;2,24;4,16;4200;7800;;;;
Amazonía;Caquetá;Curillo;Curillo;MA;Salminus hilarii;0,4025;4,4915;7000;13000;0,805;13;0,22715;0,65
Amazonía;Caquetá;Curillo;Curillo;MA;Schizodon fasciatus;0,3465;13,767;6055;13000;0,7;13,52;0,21;0,9932
Amazonía;Caquetá;Curillo;Curillo;MA;Sorubim lima;0,35;9,126;8400;18200;0,7;8,06;0,2415;1,82
Amazonía;Caquetá;Curillo;Curillo;MA;Sorubim maniradii;0,35;8,45;8400;15600;0,7;13,26;0,28;1,43
Amazonía;Caquetá;Curillo;Curillo;MA;Sorubimichthys planiceps;2,2575;16,77;8400;20800;0,7;2,6;2,2575;14,3975
