Cuenca/Litoral;Departamento;Municipio;Sitio desembarco;Especie;Nejempl_inf;Nejempl_sup;Peso_total_inf;Peso_total_sup;Valor_inf;Valor_sup;Valor_x_kg_inf;Valor_x_kg_sup;kg_x_ind_inf;kg_x_ind_sup
Caribe;La Guajira;Dibulla;Jodedor;Caranx hippos;5;10;1,05;39,76699995;4200;210990;2800;7930;0;10,44550005
Caribe;La Guajira;Dibulla;Jodedor;Caranx latus;5;10;1,7675;77,69125;9835;463190;2800;9100;0;9,1
Caribe;La Guajira;Dibulla;Jodedor;Caranx ruber;5;10;1,8025;9,2625;11130;67762,5;4305;12415;0,02625;0,760500026
Caribe;La Guajira;Dibulla;Jodedor;Carcharhinus falciformis;5;10;2,1;43,355;13965;286991,25;3500;9100;1,015700004;29,3475
Caribe;La Guajira;Dibulla;Jodedor;Carcharhinus leucas;5;10;0,7;70,525;5005;421044;4200;10400;0,469000012;34,71
Caribe;La Guajira;Dibulla;Jodedor;Carcharhinus porosus;5;10;122,5;227,5;490000;910000;2800;5200;61,25;113,75
Caribe;La Guajira;Dibulla;Jodedor;Cathorops wayuu;5;10;8,4;305,5;10500;417300;700;2600;0;0,130000002
Caribe;La Guajira;Dibulla;Jodedor;Centropomus ensiferus;5;10;2,8;19,37;22400;380900;4200;25480;0;7,58420002
Caribe;La Guajira;Dibulla;Jodedor;Centropomus pectinatus;5;10;0,84;20,15;7280;189540;4900;20775,25277;0,7;3,25
Caribe;La Guajira;Dibulla;Jodedor;Centropomus spp.;5;10;2,1;3,9;23100;42900;7700;14300;2,1;3,9
Caribe;La Guajira;Dibulla;Jodedor;Centropomus undecimalis;5;10;1,75;205,14;18200;2890485;7000;27271,98944;0;6,5
Caribe;La Guajira;Dibulla;Jodedor;Cephalopholis cruentata;5;10;13,3;24,7;133000;247000;7000;13000;6,65;12,35
Caribe;La Guajira;Dibulla;Jodedor;Cephalopholis fulva;5;10;14;26;140000;260000;7000;13000;0;0
Caribe;La Guajira;Dibulla;Jodedor;Chaetodipterus faber;5;10;34,02;182,39;68040;443040;1400;3249,537192;0;0
Caribe;La Guajira;Dibulla;Jodedor;Chere;5;10;4,97;90,09;8400;117000;700;5070;0;0,295100005
Caribe;La Guajira;Dibulla;Jodedor;Chloroscombrus chrysurus;5;10;3,5;417,82;8400;1253460;700;3900;0;0,262600001
Caribe;La Guajira;Dibulla;Jodedor;Conodon nobilis;5;10;22,4;50,96;69440;203840;2170;5200;0,087499998;0,256100004
Caribe;La Guajira;Dibulla;Jodedor;Coryphaena equiselis;5;10;7,35;13,65;22050;40950;2100;3900;0;0
Caribe;La Guajira;Dibulla;Jodedor;Coryphaena hippurus;5;10;1,4;16,25;5250;69940;2100;7088,266885;0,578899982;6,5
Caribe;La Guajira;Dibulla;Jodedor;Cynoscion acoupa;5;10;4,2;7,8;50400;93600;8400;15600;2,1;3,9
Caribe;La Guajira;Dibulla;Jodedor;Cynoscion jamaicensis;5;10;4,27;10,27;24220;105820;3150;17550;0,007;0,247000004
Caribe;La Guajira;Dibulla;Jodedor;Cynoscion leiarchus;5;10;3,045;69,615;11987,5;295035;2695;7970,625;0;0,521950002
Caribe;La Guajira;Dibulla;Jodedor;Diapterus auratus;5;10;0,8575;117,5525;3815;202150;911,9029626;7215;0;0,961349978
Caribe;La Guajira;Dibulla;Jodedor;Elagatis bipinnulata;5;10;0,7;14,4040004;5460;114400;4970;11440;0,42;5,745999975
Caribe;La Guajira;Dibulla;Jodedor;Elops smithi;5;10;2,17;144,56;5705;151775;770;4485;0;3,234400015
Caribe;La Guajira;Dibulla;Jodedor;Epinephelus adscensionis;5;10;1,5225;170,3;14017,5;1703000;6300;19646,25;0;24,83
Caribe;La Guajira;Dibulla;Jodedor;Epinephelus itajara;5;10;1,7325;167,1930038;15452,5;1002820;4687,73375;15600;0;24,83
Caribe;La Guajira;Dibulla;Jodedor;Etrumeus teres;5;10;4,515;14,05625;62265;194886,25;9100;18200;4,515;14,05625
Caribe;La Guajira;Dibulla;Jodedor;Eucinostomus melanopterus;5;10;3,3075;11,4075;17053,75;46003,75;2844,722292;6778,058035;0,01225;0,432249993
Caribe;La Guajira;Dibulla;Jodedor;Euthynnus alletteratus;5;10;2,1;104,27625;10500;394875;2100;7800;0;7,15
Caribe;La Guajira;Dibulla;Jodedor;Galeocerdo cuvier;5;10;0,7525;12,22;5267,5;63440;3710;9100;0,7525;12,22
Caribe;La Guajira;Dibulla;Jodedor;Haemulon aurolineatum;5;10;32,2;200,2;70000;598000;1435;3835;0;0
Caribe;La Guajira;Dibulla;Jodedor;Haemulon bonariense;5;10;1,51375;12,46375;6055;49855;2800;5200;0,155049999;0,32305
Caribe;La Guajira;Dibulla;Jodedor;Haemulon parra;5;10;74,165;206,765;148330;413530;1400;2600;0;0
Caribe;La Guajira;Dibulla;Jodedor;Haemulon plumieri;5;10;1,4;50,115;5600;224120;2100;9011,996602;0;0,490099994
Caribe;La Guajira;Dibulla;Jodedor;Haemulopsis corvinaeformis;5;10;9,191000113;31,45674993;36645;125710;2775,177686;5200;0;0,187850002
Caribe;La Guajira;Dibulla;Jodedor;Holocentrus adscensionis;5;10;2,975;22,75;17500;120250;1400;13000;0,035000001;5,6875
Caribe;La Guajira;Dibulla;Jodedor;Hypanus americanus;5;10;5,67;53,625;11340;107250;1400;2600;3,605;25,60934999
Caribe;La Guajira;Dibulla;Jodedor;Hypanus guttatus;5;10;2,8;101,4;5600;202800;1400;2600;0;42,64
Caribe;La Guajira;Dibulla;Jodedor;Hyporthodus nigritus;5;10;2,8;5,2;25200;46800;6300;11700;2,8;5,2
Caribe;La Guajira;Dibulla;Jodedor;Istiophorus platypterus;5;10;5,32;91,91;21280;367640;2800;6500;0,252000004;38,35
Caribe;La Guajira;Dibulla;Jodedor;Katsuwonus pelamis;5;10;14;26;56000;104000;2800;5200;2,8;5,2
Caribe;La Guajira;Dibulla;Jodedor;Kyphosus vaigiens;5;10;115,5;214,5;231000;429000;1400;2600;0;0
Caribe;La Guajira;Dibulla;Jodedor;Lachnolaimus maximus;5;10;0,7;11,44;6300;118560;3500;15080;0;5,395
Caribe;La Guajira;Dibulla;Jodedor;Larimus breviceps;5;10;2,40625;43,225;9625;172900;2800;6413,88157;0;0,260000004
Caribe;La Guajira;Dibulla;Jodedor;Lobotes surinamensis;5;10;1,05;10,4;4200;41600;2800;6500;0,525;5,2
Caribe;La Guajira;Dibulla;Jodedor;Lutjanus analis;5;10;1,05;79,495;10500;987090;6894,190898;19500;0;8,681400089
Caribe;La Guajira;Dibulla;Jodedor;Lutjanus cyanopterus;5;10;0,84;11,44;7560;109980;6300;13000;0,77;6,695
Caribe;La Guajira;Dibulla;Jodedor;Lutjanus griseus;5;10;1,05;34,255;9170;390000;5600;19500;0;11,9275
Caribe;La Guajira;Dibulla;Jodedor;Lutjanus purpureus;5;10;1,75;38,155;24500;399360;7000;31015,26797;0,175699999;1,666599929
Caribe;La Guajira;Dibulla;Jodedor;Lutjanus synagris;5;10;0,7;19,305;7000;260000;7000;32355,55781;0;1,166099973
Caribe;La Guajira;Dibulla;Jodedor;Lutjanus vivanus;5;10;2,909200096;158,6;33600;1825980;5600;21308,83346;0;6,36739994
Caribe;La Guajira;Dibulla;Jodedor;Makaira nigricans;5;10;7,775249887;57,1317503;34020;270757,5;2800;6500;7,775249887;33,41000099
Caribe;La Guajira;Dibulla;Jodedor;Megalops atlanticus;5;10;1,54;18,98;8400;129480;2800;10140;0,989800024;18,98
Caribe;La Guajira;Dibulla;Jodedor;Menticirrhus littoralis;5;10;2,0125;39,38999901;13650;157300;2796,122058;9071,845129;0;0,33475
Caribe;La Guajira;Dibulla;Jodedor;Micropogonias furnieri;5;10;1,4;39;8400;195000;2800;8938,056436;0;0,559000009
Caribe;La Guajira;Dibulla;Jodedor;Mugil curema;5;10;2,1;3,9;8505;19305;2835;6435;0,35875;0,95875
Caribe;La Guajira;Dibulla;Jodedor;Mugil incilis;5;10;11,9;22,1;71400;132600;4200;7800;0,518000007;0,962000012
Caribe;La Guajira;Dibulla;Jodedor;Mugil liza;5;10;2,1;28,7625;12600;208000;4200;12545;0;2,241849977
Caribe;La Guajira;Dibulla;Jodedor;Mulloidichthys martinicus;5;10;0,7;1,3;4900;9100;4900;9100;0,7;1,3
Caribe;La Guajira;Dibulla;Jodedor;Mycteroperca bonaci;5;10;3,5;122,7459976;52500;1841060;10441,18879;22959,3226;0;35,2039999
Caribe;La Guajira;Dibulla;Jodedor;Mycteroperca rubra;5;10;1,4;26,7475;14000;251420;5810;13000;1,4;26,7475
Caribe;La Guajira;Dibulla;Jodedor;Mycteroperca tigris;5;10;1,75;3,25;15750;29250;6300;11700;1,75;3,25
Caribe;La Guajira;Dibulla;Jodedor;Notarius grandicassis;5;10;3,5;6,5;21000;39000;4200;7800;1,75;3,25
Caribe;La Guajira;Dibulla;Jodedor;Ocyurus chrysurus;5;10;0,7;6,63;4970;49400;4900;19500;0,053199999;1,3
Caribe;La Guajira;Dibulla;Jodedor;Oligoplites saliens;5;10;5,95;11,05;17850;33150;2100;3900;0,244999996;0,454999992
Caribe;La Guajira;Dibulla;Jodedor;Opisthonema oglinum;5;10;7;711,88;14000;1067560;902,7592041;2600;0;0,260000004
Caribe;La Guajira;Dibulla;Jodedor;Panulirus argus;5;10;1,21625;31,2;22400;910260;11200;55835,1884;0;1,625
Caribe;La Guajira;Dibulla;Jodedor;Paralonchurus brasiliensis;5;10;3,85;78;14000;312000;2100;5200;0,098;0,325
Caribe;La Guajira;Dibulla;Jodedor;Paranthias furcifer;5;10;11,9;22,1;166600;309400;9800;18200;0;0
Caribe;La Guajira;Dibulla;Jodedor;Penaeus schmitti;5;10;0,531999993;14,82;12600;436800;12600;42664,76043;0;0,096199998
Caribe;La Guajira;Dibulla;Jodedor;Polydactylus virginicus;5;10;3,85;7,15;15400;28600;2800;5200;0,161000003;0,299000005
Caribe;La Guajira;Dibulla;Jodedor;Priacanthus arenatus;5;10;2,2925;44,85;5827,5;141700;1400;5182,76843;0;1,02115001
Caribe;La Guajira;Dibulla;Jodedor;Pseudobatos percellens;5;10;2,31;79,495;9240;317980;2800;5200;0,35;1,106949994
Caribe;La Guajira;Dibulla;Jodedor;Rachycentron canadum;5;10;2,03;27,69;14210;165802;3500;10400;0;18,96699995
Caribe;La Guajira;Dibulla;Jodedor;Rhinoptera bonasus;5;10;12,46;61,88;30870;122460;1050;3900;2,004799957;9,619999876
Caribe;La Guajira;Dibulla;Jodedor;Rhomboplites aurorubens;5;10;1,4;65,26;9870;638560;3500;19500;0;0,639600002
Caribe;La Guajira;Dibulla;Jodedor;Sarda sarda;5;10;15,88649992;60,1607497;61850,25;213984,875;2450;5200;0,108149997;2,468049986
Caribe;La Guajira;Dibulla;Jodedor;Sciades herzbergii;5;10;1,3825;18,72;6860;89700;2100;6500;0,912450029;5,67125
Caribe;La Guajira;Dibulla;Jodedor;Sciades proops;5;10;1,0675;52,63699995;5635;265135;2629,861146;8949,779319;0;7,8
Caribe;La Guajira;Dibulla;Jodedor;Scomberomorus brasiliensis;5;10;0,7;16,835;8400;248105;7700;23400;0,248149996;3,25
Caribe;La Guajira;Dibulla;Jodedor;Scomberomorus cavalla;5;10;1,05;40,495;16590;667940;8400;26000;0;7,15
Caribe;La Guajira;Dibulla;Jodedor;Selar crumenophthalmus;5;10;3,010350058;154,83;14411,25;829107,5;2800;9100;0;0,311999993
Caribe;La Guajira;Dibulla;Jodedor;Selene brownii;5;10;8,82;74,62;39900;298480;1945,36718;5980;0;0
Caribe;La Guajira;Dibulla;Jodedor;Selene setapinnis;5;10;5,32;85,8;21280;343200;2800;5200;0,373800002;1,242799993
Caribe;La Guajira;Dibulla;Jodedor;Selene vomer;5;10;2,73;74,1;10920;296400;2800;5200;0,364699998;1,262299997
Caribe;La Guajira;Dibulla;Jodedor;Seriola dumerili;5;10;1,4;159,12;8400;1018810;3500;15600;0;10,83875
Caribe;La Guajira;Dibulla;Jodedor;Seriola rivoliana;5;10;1,12;104,5070012;8400;916500;4200;15600;0;11,245
Caribe;La Guajira;Dibulla;Jodedor;Seriola zonata;5;10;2,695;28,99;18865;202930;4900;9100;0;1,4625
Caribe;La Guajira;Dibulla;Jodedor;Sphyraena barracuda;5;10;2,1;108,94;12950;1128400;3500;15600;0;15,34
Caribe;La Guajira;Dibulla;Jodedor;Sphyraena guachancho;5;10;2,1;65;12600;383500;3500;9100;0;1,105000031
Caribe;La Guajira;Dibulla;Jodedor;Sphyrna lewini;5;10;4,9;9,1;14700;27300;2100;3900;4,9;9,1
Caribe;La Guajira;Dibulla;Jodedor;Sphyrna spp.;5;10;70;130;245000;455000;2450;4550;0;0
Caribe;La Guajira;Dibulla;Jodedor;Squatina dumeril;5;10;1,75;24,7;7000;98800;2800;5200;0,161000003;1,1375
Caribe;La Guajira;Dibulla;Jodedor;Thunnus alalunga;5;10;4,2;177,775;19180;761800;2797,927301;13000;0,844899974;9,438650126
Caribe;La Guajira;Dibulla;Jodedor;Thunnus albacares;5;10;7,38324996;60,125;42866,25;476125;3605;10205;5,107900102;57,6875
Caribe;La Guajira;Dibulla;Jodedor;Trachinocephalus myops;5;10;1,015;12,415;15225;186225;10500;19500;0,01155;0,407550016
Caribe;La Guajira;Dibulla;Jodedor;Trachinotus carolinus;5;10;1,4;65;4200;325000;2100;6500;0;3,9
Caribe;La Guajira;Dibulla;Jodedor;Trachinotus falcatus;5;10;1,4;2,6;5600;10400;2800;5200;0,280000004;0,520000008
Caribe;La Guajira;Dibulla;Jodedor;Trachinotus goodei;5;10;1,96;82,615;7840;330460;2800;5200;0,1344;0,635699998
Caribe;La Guajira;Dibulla;Jodedor;Trichiurus lepturus;5;10;2,1;156;7000;381160;1400;5200;0;1,729000056
Caribe;La Guajira;Dibulla;Jodedor;Umbrina broussonnetii;5;10;8,975750127;17,19575001;38010;101010;2876,015454;7882,259595;0,00665;0,234649997
Caribe;La Guajira;Dibulla;Jodedor;Umbrina coroides;5;10;1,7675;43,75474812;7070;175305;2216,351151;6500;0;0,272349992
Caribe;La Guajira;Dibulla;Jodedor;Upeneus parvus;5;10;14;26;28000;52000;1400;2600;0,153999999;0,285999998
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Acanthurus chirurgus;5;10;2,8;5,2;5600;10400;1400;2600;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Aetobatus narinari;5;10;4,9;9,1;9800;18200;1400;2600;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Albula vulpes;5;10;1,89;81,77;3780;241800;1190;5070;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Anisotremus surinamensis;5;10;1,05;10,92;3202,5;43550;2100;6500;0;3,2175
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Archosargus rhomboidalis;5;10;0,7;48,1;3500;240500;3136;7150;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Ariidae;5;10;1,015;41,665;4060;166660;2800;5200;0,4116;3,900000077
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Ariopsis canteri;5;10;0,7;17,5175;4270;82940;2100;10400;0;3,238949995
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Auxis thazard;5;10;28,7;53,3;73500;136500;1792,685986;3329,273975;0,454999983;0,844999969
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Bagre filamentosus;5;10;1,05;46,735;4200;217100;2100;7800;0;2,275
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Balistes capriscus;5;10;9,345;241,8;20037,5;491075;1050;3900;0;0,429000017
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Balistes vetula;5;10;7,07;224,185;11375;348562,5;1050;3607,5;0;0,632449999
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Calamus calamus;5;10;2,59;21,19;12950;105950;3500;6500;0;0,544699996
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Calamus penna;5;10;0,91;23,4;5110;128440;3500;9100;0;0,520000008
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Caranx crysos;5;10;0,7;347,75;5425;1569750;3500;12220;0;0,753999978
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Caranx hippos;5;10;0,7;252,2;4900;1356452,5;2800;11700;0;9,015500081
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Caranx latus;5;10;0,735;3,705;5145;15405;3010;9100;0,0098;0,8957
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Caranx ruber;5;10;1,68;60,45;8610;300300;2870;8840;0;0,2925
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Carcharhinus leucas;5;10;2,5725;14,235;18235;78000;3500;13000;0;5,6225
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Carcharhinus limbatus;5;10;2,1;3,9;10500;19500;3500;6500;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Cathorops wayuu;5;10;2,1;104;4200;208000;700;2600;0;0,260000004
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Centropomus ensiferus;5;10;0,7;18,07;7000;97175;3500;13000;0;2,54345
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Centropomus pectinatus;5;10;0,7;10,4975;7000;104000;4900;15600;0;2,6
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Centropomus spp.;5;10;1,4;22,5875;7000;115375;3500;12025;0;2,21
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Centropomus undecimalis;5;10;1,4;45,5;18900;789165;7000;24700;0;8,483150015
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Chaetodipterus faber;5;10;1,05;21,71;2170;60580;1400;5200;0;1,452099994
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Chere;5;10;2,1;91;6650;208650;1214,706488;3900;0;0,065000001
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Chloroscombrus chrysurus;5;10;2,1;78;3377,5;156000;1400;3055;0;0,221000002
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Conodon nobilis;5;10;0,7;26,59799955;3500;130650;2800;7800;0;0,325
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Cynoscion jamaicensis;5;10;1,4;2,6;9800;18200;4900;9100;1,4;2,6
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Cynoscion leiarchus;5;10;1,435;21,84;6370;67080;2240;9490;0,141400003;4,745
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Dactylopterus volitans;5;10;2,24;14,69;2240;28730;700;2470;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Diapterus auratus;5;10;2,8;78;5600;223860;1400;6066,670898;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Elagatis bipinnulata;5;10;3,5;6,5;24500;45500;4900;9100;0,293999991;0,545999983
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Elops smithi;5;10;0,9975;46,02;2695;184080;1400;7800;0;3,9
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Epinephelus itajara;5;10;1,855;12,805;17290;128050;6370;13000;0,902300024;11,96
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Epinephelus morio;5;10;0,7525;3,1525;7525;31525;7000;13000;0,314299991;1,262299999
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Eucinostomus melanopterus;5;10;0,77;4,94;3990;20280;2870;7670;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Eugerres plumieri;5;10;2,0825;29,575;12740;179400;3570,002205;9100;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Euthynnus alletteratus;5;10;6,51;390,975;24955;1745575;1400;9555;0;1,877200023
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Galeocerdo cuvier;5;10;10,5;19,5;42000;78000;2800;5200;10,5;19,5
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Gerres cinereus;5;10;3,535;7,735;24955;61555;4935;10335;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Haemulon aurolineatum;5;10;2,905;33,93;16100;126360;2310;8710;0;0,379600002
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Haemulon bonariense;5;10;2,1;3,9;8400;15600;2800;5200;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Haemulon flavolineatum;5;10;0,84;3,77;3920;18720;2912;6500;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Haemulon plumieri;5;10;1,4;42,9;5600;214500;2800;7800;0;0,454999992
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Haemulopsis corvinaeformis;5;10;0,7;1,3;3500;6500;3500;6500;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Heteropriacanthus cruentatus;5;10;2,8;5,2;8400;15600;2100;3900;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Holocentrus adscensionis;5;10;1,575;9,75;4550;19500;1400;4550;0;0,308750001
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Hypanus americanus;5;10;4,0425;41,21;8085;82420;1400;2600;3,025049977;8,073650033
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Hypanus guttatus;5;10;1,7325;152,295;4165;304590;1050;2600;0;19,565
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Hypanus spp.;5;10;16,1;29,9;32200;59800;1400;2600;4,025;7,475
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Hyporthodus nigritus;5;10;1,05;9,5225;10500;95225;5600;19305,0019;0,4725;9,5225
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Lachnolaimus maximus;5;10;0,7;11,31;5600;108160;5600;19500;0;2,6
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Larimus breviceps;5;10;5,215;46,735;15645;73515;805;3900;0;0,196299996
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Lobotes surinamensis;5;10;0,7;19,5;4200;105560;2800;7800;0;9,1
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Lutjanus analis;5;10;0,7;17,5825;7000;128895;7000;19500;0;7,305999882
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Lutjanus cyanopterus;5;10;0,7;4,7775;7000;52780;6370;19240;0;4,7775
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Lutjanus griseus;5;10;0,735;4,875;10990;73060;10290,00205;19500;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Lutjanus purpureus;5;10;1,365;24,765;30450;372450;11025;38025;0,012600001;0,444600018
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Lutjanus synagris;5;10;0,7;16,25;9800;327600;8400;39000;0;0,65
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Macrodon ancylodon;5;10;2,45;4,55;14700;27300;4200;7800;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Megalops atlanticus;5;10;1,155;16,12;5320;77610;2029,998547;9100;0;10,53
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Menticirrhus littoralis;5;10;56;104;112000;208000;1400;2600;0,119000001;0,221000002
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Micropogonias furnieri;5;10;1,4;40,3;7000;209300;2800;9100;0;0,429000017
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Mugil curema;5;10;0,7;29,9;6825;263900;3500;13000;0;0,742299989
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Mugil incilis;5;10;3,185;15,86;17640;79560;3500;7670;0;0,386100015
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Mugil liza;5;10;0,945;38,09;6790;241800;3500;13000;0;2,6
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Mycteroperca bonaci;5;10;1,12;20,02;16520;300300;10313,33516;19500;0;20,02
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Mycteroperca rubra;5;10;1,05;1,95;15400;28600;10266,66895;19066,6709;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Nebris microps;5;10;16,8;31,2;100800;187200;4200;7800;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Notarius grandicassis;5;10;1,225;29,9;4900;128700;2800;6500;0;1,95
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Octopus vulgaris;5;10;0,56;3,12;9100;54600;10500;26000;0;1,3
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Ocyurus chrysurus;5;10;0,7;6,63;7000;80080;7000;20800;0;0,722799993
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Opisthonema oglinum;5;10;1,505;290,42;2800;303420;700;2600;0;0,168999994
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Orthopristis rubra;5;10;1,435;30,94;1435;31200;700;2600;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Panulirus argus;5;10;0,525;23,335;10500;439400;11200;58500;0;1,3
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Panulirus laevicauda;5;10;0,35;8,45;8400;331500;16800;59800;0;0,818999994
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Penaeus monodon;5;10;0,35;3,64;8820;97500;17500;39000;0;0,228800003
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Penaeus schmitti;5;10;0,35;5,2;10500;145600;7700;41600;0;0,038999999
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Polydactylus oligodon;5;10;4,025;25,155;12075;75465;2100;3900;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Polydactylus virginicus;5;10;9,03;37,83;52080;152880;2870;7670;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Priacanthus arenatus;5;10;1,2075;16,705;5215;57720;1400;6500;0;0,575899997
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Pseudupeneus maculatus;5;10;2,8;5,2;11200;20800;2800;5200;0,560000008;1,040000015
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Rachycentron canadum;5;10;0,77;4,94;3360;20280;2800;7540;0;1,17
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Rhinoptera bonasus;5;10;2,94;197,34;5880;394680;1400;2600;2,94;188,175
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Rhomboplites aurorubens;5;10;1,4;11,05;8400;65000;3675;8775;0,108500003;0,386750014
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Scarus coeruleus;5;10;2,8;5,2;11200;20800;2800;5200;0;0
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Sciades herzbergii;5;10;3,64;11,44;10920;34320;2100;3900;0,35;0,65
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Sciades proops;5;10;1,4;25,09;7000;176800;2100;10400;0;5,900700045
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Scomberomorus brasiliensis;5;10;0,7;81,9;9310;655200;4900;20150;0;2,106000006
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Scomberomorus cavalla;5;10;1,855;25,545;28262,5;510900;10591;26000;0;4,122949989
Caribe;La Guajira;Dibulla;Puerto Abajo (Dibulla);Selene brownii;5;10;1,8375;64,35;5950;204912,5;1225;7800;0;1,3
