Cuenca/Litoral;Departamento;Municipio;Sitio desembarco;Especie;Nejempl_inf;Nejempl_sup;Peso_total_inf;Peso_total_sup;Valor_inf;Valor_sup;Valor_x_kg_inf;Valor_x_kg_sup;kg_x_ind_inf;kg_x_ind_sup
Amazonía;Amazonas;La Pedrera;La Pedrera;Arapaima gigas;5;10;22,925;229,45;144900;1665300;4187,098877;12968,50103;6,78650012;41,6
Amazonía;Amazonas;La Pedrera;La Pedrera;Astronotus ocellatus;5;10;9,379999733;43,35499988;46200;143325;2257,92699;6949,575928;0,201250006;0,594750004
Amazonía;Amazonas;La Pedrera;La Pedrera;Brachyplatystoma filamentosum;5;10;10,52800011;113,23;68040;782600;3800,001816;16653,61572;5,251400032;28,7560006
Amazonía;Amazonas;La Pedrera;La Pedrera;Brachyplatystoma juruense;5;10;7,923999853;78,78;25620;254085;2100;10202,90943;0,690199999;2,919800005
Amazonía;Amazonas;La Pedrera;La Pedrera;Brachyplatystoma platynemum;5;10;4,255999947;85,93;23800;395460;2100;10280,40254;1,022000027;9,809800129
Amazonía;Amazonas;La Pedrera;La Pedrera;Brachyplatystoma rousseauxii;5;10;9,121000013;119,9965019;68670;818545;4152,932126;13000;5,111050124;35,15850047
Amazonía;Amazonas;La Pedrera;La Pedrera;Brachyplatystoma tigrinum;5;10;7,77699986;35,73699952;57120;143520;2897,043746;9942,615963;1,528449978;6,43044988
Amazonía;Amazonas;La Pedrera;La Pedrera;Brachyplatystoma vaillantii;5;10;10,43000007;78,975;39375;357500;2100;10328,52904;0,614249988;2,68125
Amazonía;Amazonas;La Pedrera;La Pedrera;Brycon amazonicus;5;10;11,28400032;118,56;61320;694720;2100;10400;0,280000004;1,302600013
Amazonía;Amazonas;La Pedrera;La Pedrera;Brycon melanopterus;5;10;7,910000134;56,59550154;24990;307580;1909,998236;10339,6893;0,210000008;0,664949986
Amazonía;Amazonas;La Pedrera;La Pedrera;Calophysus macropterus;5;10;5,6;46,61799881;17640;230880;2100;8242,959385;0,378000003;1,882400002
Amazonía;Amazonas;La Pedrera;La Pedrera;Cichla monoculus;5;10;6,7549999;56,97249975;26775;249600;2096,837738;10210,44058;0,286999992;1,26099996
Amazonía;Amazonas;La Pedrera;La Pedrera;Colossoma macropomum;5;10;7,378000174;80,8469997;63000;619710;4131,960718;16579,46773;1,876000047;7,689500136
Amazonía;Amazonas;La Pedrera;La Pedrera;Crenicichla lenticulata;5;10;7,073500013;15,59350047;21210;46410;2083,514624;3898,388647;0,302749992;0,85475002
Amazonía;Amazonas;La Pedrera;La Pedrera;Hypophthalmus edentatus;5;10;6,615000134;15,79500025;45255;122655;4778,007107;10079,349;0,305200004;1,409200006
Amazonía;Amazonas;La Pedrera;La Pedrera;Leiarius marmoratus;5;10;11,2;80,62600084;37800;436800;1496,486592;10354,98115;1,037050012;3,326049927
Amazonía;Amazonas;La Pedrera;La Pedrera;Leporinus agassizii;5;10;8,91799984;38,55800079;26040;167700;2039,280605;6882,233643;0,194599994;0,520000008
Amazonía;Amazonas;La Pedrera;La Pedrera;Leporinus friderici;5;10;6,3;42,17199921;23520;220220;1398,362007;10234,30726;0,194600002;0,717600013
Amazonía;Amazonas;La Pedrera;La Pedrera;Myloplus asterias;5;10;5,6;52,65;16800;196950;2090,338257;8990,579102;0,183750005;0,584999985
Amazonía;Amazonas;La Pedrera;La Pedrera;Myloplus schomburgkii;5;10;12,3725;50,4725;46760;152360;2130,757651;4985,305698;0,164850003;0,434850005
Amazonía;Amazonas;La Pedrera;La Pedrera;Mylossoma aureum;5;10;7,136500087;44,7135006;21910;264160;1782,829598;10287,12734;0,195649994;0,793000019
Amazonía;Amazonas;La Pedrera;La Pedrera;Phractocephalus hemioliopterus;5;10;5,85199976;88,99800079;22750;282750;1718,848599;7800;3,945200043;18,54579973
Amazonía;Amazonas;La Pedrera;La Pedrera;Piaractus brachypomus;5;10;8,988000107;68,12;38640;318240;2205;10400;0,453599993;2,6
Amazonía;Amazonas;La Pedrera;La Pedrera;Pimelodus blochii;5;10;9,625;54,7300005;21000;234000;1377,061029;6599,820703;0,147000001;0,513499995
Amazonía;Amazonas;La Pedrera;La Pedrera;Pinirampus pirinampu;5;10;11,77399992;84,40899742;41580;491920;2100;10348,43177;0,842800031;2,922400002
Amazonía;Amazonas;La Pedrera;La Pedrera;Plagioscion squamosissimus;5;10;6,804000187;25,22;25060;116220;1533,044775;9983,604922;0,263200008;2,615600109
Amazonía;Amazonas;La Pedrera;La Pedrera;Platynematichthys notatus;5;10;9,275;81,9;27825;373100;2100;10353,72003;0,80849998;3,438500053
Amazonía;Amazonas;La Pedrera;La Pedrera;Prochilodus nigricans;5;10;7,699999766;63,375;16100;305760;1351,784689;10338,01342;0,259000003;0,885300008
Amazonía;Amazonas;La Pedrera;La Pedrera;Pseudoplatystoma punctifer;5;10;9,331000013;109,2;44520;560820;2069,146133;10400;1,429399972;11,03049993
Amazonía;Amazonas;La Pedrera;La Pedrera;Pseudoplatystoma tigrinum;5;10;5,827499783;106,795;34790;547950;3416,417146;12415,60017;2,659999967;12,13289999
Amazonía;Amazonas;La Pedrera;La Pedrera;Zungaro zungaro;5;10;8,613500113;90,7660001;63000;600600;4065,455933;12996,08438;3,505950003;23,89724948
Amazonía;Amazonas;Leticia;Bodega AZAFRA;Zungaro zungaro;5;10;105,1399979;195,259996;10780;20020;71,77099915;133,2889984;21,02800064;39,05200119
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Ageneiosus inermis;5;10;2,558499963;24,18649916;19600;206537,5;4725,001692;11098,44433;0,034650001;0,944449977
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Aguarunichthys inpai;5;10;21;39;157500;292500;5250;9750;0,469000012;0,871000022
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Anodus elongatus;5;10;12,6;23,4;84000;156000;4666,668945;8666,670898;0,070000001;0,130000002
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Astronotus ocellatus;5;10;3,541999927;48,88;42000;521430;6327,273477;20886,66709;0,063000001;0,560300008
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Brachyplatystoma juruense;5;10;1,637999998;15,9575;10867,5;159575;3199,051201;13000;0,578900009;4,862000183
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Brachyplatystoma platynemum;5;10;1,861999943;22,84100035;17500;228410;4403,532725;16764,58037;0,054599998;3,340999913
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Brachyplatystoma rousseauxii;5;10;8,120000267;15,0800005;97300;180700;8387,931836;15577,5877;8,120000267;15,0800005
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Brachyplatystoma tigrinum;5;10;9,1;16,9;52500;97500;4038,460986;7499,998975;1,819999933;3,379999876
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Brachyplatystoma vaillantii;5;10;7,349999833;75,95250025;59500;482625;3519,377747;13000;0;3,477500015
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Brycon amazonicus;5;10;2,765000033;51,8050005;36400;858000;6720;32255,63936;0,241499999;1,468999955
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Brycon melanopterus;5;10;4,57799994;46,47500099;35595;340990;3500;13000;0,146299996;0,33929999
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Calophysus macropterus;5;10;6,425999846;58,26599905;48090;292890;3616,666553;10616,66265;0,187250001;0,757250029
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Chaetobranchus flavescens;5;10;17,29;76,05;137550;741000;5250;13000;0,113049998;0,256100005
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Chaetobranchus semifasciatus;5;10;2,771999876;54,93800179;20160;451620;3412,5;17652,62726;0,0756;0,388700013
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Chalceus erythrurus;5;10;1,4;2,6;10500;19500;5250;9750;0,119000001;0,221000002
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Cichla monoculus;5;10;3,535;60,45;36176;705900;5115,178274;21083,33824;0;1,121900015
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Cichla orinocensis;5;10;17,64000053;32,76000099;147000;273000;5833,331055;10833,3291;2,519999933;4,679999876
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Colossoma macropomum;5;10;3,317999957;26,67599936;33670;391040;5862,5;23486,97241;0,180600002;3,887000059
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Crenicichla lenticulata;5;10;3,22;21,9959996;19600;179400;2976,842422;13642,86041;0,509600015;1,193400009
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Hemiodus unimaculatus;5;10;39,9;74,1;28000;52000;491,225;912,275;0,83300004;1,547000074
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Heros severus;5;10;1,96;36,4;9800;269750;3500;9425;0,106400004;0,232700009
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Hoplerythrinus unitaeniatus;5;10;4,956000013;51,35;40950;358800;3715,384395;12799,99754;0,149799997;0,468000003
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Hoplias malabaricus;5;10;2,8;62,92;22470;502580;3500;13448,2791;0,106399999;0,70980002
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Hoplosternum littorale;5;10;1,3125;38,60999913;7000;217912,5;3420,453784;12113,6374;0,080499999;0,207999995
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Hydrolycus scomberoides;5;10;1,721999993;64,74;10850;574080;3402,151211;16246,64031;0;1,019199973
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Hypophthalmus edentatus;5;10;11,73199963;45,3959996;92400;312000;3371,033374;13000,00254;0;0,832000012
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Hypophthalmus marginatus;5;10;5,134499927;45,80160046;42000;443625;3542,630701;16250;0;0,854750002
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Hypostomus niceforoi;5;10;17,5875;53,76799831;67200;245050;2279,375;6126,25;0,01785;0,284049997
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Leiarius marmoratus;5;10;1,56800004;27,76799931;11200;243360;4400,001143;16246,82516;0,4634;2,844399953
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Leporinus agassizii;5;10;2,939999866;24,1800005;35000;195000;5645,164014;15476,1877;0,161000003;0,364000002
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Leporinus fasciatus;5;10;8,470000267;15,7300005;84700;157300;7000;13000;0,189000008;0,351000014
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Lithodoras dorsalis;5;10;3,989999866;7,409999752;39900;74100;7000;13000;1,329999983;2,469999969
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Megaleporinus trifasciatus;5;10;6,82499975;45,88999901;71050;458900;6125;16250;0,160999998;0,467999999
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Megalodoras uranoscopus;5;10;2,506000038;13,54600024;16100;100100;4415,509355;9554,401543;1,009750018;4,03975006
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Metynnis lippincottianus;5;10;14;26;140000;260000;7000;13000;0,105000004;0,195000008
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Myloplus asterias;5;10;7;46,8;52500;624000;5250;50800,00123;0,047600001;0,353599996
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Myloplus rubripinnis;5;10;13,37000027;24,8300005;66850;124150;3500;6500;0,153999999;0,285999998
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Mylossoma albiscopum;5;10;4,367999973;47,5540004;31500;377260;3500;13951,95141;0;0,325
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Mylossoma aureum;5;10;2,677499975;17,25750023;19575,5;112755,5;4598,927009;9667,702986;0,090999997;0,168999994
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Osteoglossum bicirrhosum;5;10;1,862000027;44,66800079;17500;434980;3700,001143;19500;0,264599998;4,680000124
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Oxydoras niger;5;10;2,264499943;6,942000105;14000;43550;2728,701471;13450,80395;0,419999994;2,232749947
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pellona castelnaeana;5;10;1,819999933;45,24;20300;491920;5877,586641;26000;0;5,07
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pellona flavipinnis;5;10;1,414000003;19,1360006;14000;220350;5826,704844;16238,69508;0,190400002;3,145999975
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Phractocephalus hemioliopterus;5;10;1,62749995;7,442500031;10500;48750;3634,615247;9633,929456;0,778749967;6,727500093
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Piaractus brachypomus;5;10;2,324000028;50,895;24080;600112,5;5250;21495,61686;0;3,25
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pimelodina flavipinnis;5;10;1,770999997;8,787999771;10850;107900;3934,998286;15665;0,249899995;1,458600054
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pimelodus blochii;5;10;2,275;74,75;15750;510250;3500;14157,20122;0;0,279499995
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pinirampus pirinampu;5;10;1,791999993;31,2;13650;262080;5186,857266;13650;0;2,220400021
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Plagioscion squamosissimus;5;10;2,197999973;48,1520002;16464;481520;5245,998789;16250;0;2,01760006
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Platynematichthys notatus;5;10;6,440000134;39,8319997;56000;408200;4459,676143;17750,00246;0;3,263000019
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Platystomatichthys sturio;5;10;2,877000027;31,31700094;25462,5;371962,5;5404,166592;15189,87831;0,292950005;2,614949883
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Potamorhina altamazonica;5;10;5,145;79,03350035;28000;396084;2991,194473;10681,66392;0;0,299000005
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Potamorhina pristigaster;5;10;11,40300051;65,40300005;59430;366600;3538,889204;8932,744653;0,007;0,165099995
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Prochilodus nigricans;5;10;7,5599998;111,15;65730;633750;3608,405493;13000;0;0,390000015
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Prochilodus rubrotaeniatus;5;10;4,760000134;67,6325;34958;522665;2450;16250;0,140000002;0,376999989
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Psectrogaster amazonica;5;10;11,58500013;87,75;54250;390000;2780,098962;7641,367468;0,061249999;0,247000002
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Psectrogaster rhomboides;5;10;7,210000267;25,0900005;36050;125450;3500;6500;0,084699998;0,227500008
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pseudoplatystoma punctifer;5;10;1,700999988;51,88949871;17500;559650;4991;18022,72253;0,428749994;3,945499957
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pseudoplatystoma tigrinum;5;10;1,4;29,51000099;15400;390000;5250;19500;0,560000008;4,289999938
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pterodoras granulosus;5;10;2,169999933;63,43999901;16310;446550;2916,668945;10317,4627;0,525;5,694000149
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pterygoplichthys pardalis;5;10;12,145;115,31;57750;625950;2242,89625;9749,146748;0;0,442000005
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Pygocentrus nattereri;5;10;2,8;52,88399841;19600;398580;3500;14999,99795;0;0,504399992
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Rhaphiodon vulpinus;5;10;7,07;51,5970002;52500;291525;3500;9750;0;0,442000005
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Schizodon fasciatus;5;10;2,813999987;40,35200045;21000;329842,5;3500;16200,75729;0,091699997;0,503099985
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Semaprochilodus insignis;5;10;6,70600008;63,18;35490;473850;3492,920908;13000;0,140000002;0,401700016
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Serrasalmus rhombeus;5;10;4,92099988;21,19;37289;159575;5250,522197;10335,96979;0,171499996;0,400400002
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Serrasalmus spp.;5;10;1,47;5,07;11025;38025;5250;9750;0,15575;0,347750013
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Sorubim lima;5;10;2,03350003;38,72699983;17657,5;304980;4206,448118;13297,91899;0;0,581749991
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Sorubimichthys planiceps;5;10;1,302000027;16,1719997;11550;161850;4476,952129;16900;0,162399995;4,456399965
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Triportheus angulatus;5;10;3,325000042;60,125;18375;429000;3417,340356;13000;0;0,234000009
Amazonía;Amazonas;Leticia;Puerto Principal (Leticia);Zungaro zungaro;5;10;1,592499933;9,314500322;9786;85384;3636,112214;17049,99785;1,506749957;5,85
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Ageneiosus inermis;5;10;0,656950004;10,595;5537;106210;5600;18785;0;2,398499952
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Aguarunichthys inpai;5;10;0,566999987;6,5;5593;71708;5600;20800;0,458500003;3,425499972
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Astronotus ocellatus;5;10;3,85;7,15;15400;28600;2800;5200;0,223999995;0,415999991
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Brachyplatystoma filamentosum;5;10;5,7925;85,49449945;89722,5;1569750;8400;27300;5,7925;59,15649891
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Brachyplatystoma rousseauxii;5;10;7,801500254;56,9139999;106627,5;1023711;8435;27300;7,801500254;34,97
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Brachyplatystoma tigrinum;5;10;2,533999987;8,476000099;39396;115414;7980;24960;2,422000027;6,395999975
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Brycon amazonicus;5;10;0,560000008;1,040000015;8960;16640;11200;20800;0,560000008;1,040000015
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Calophysus macropterus;5;10;0,770000017;43,55;9128;440700;5600;20800;0;1,897999957
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Hemisorubim platyrhynchos;5;10;0,427350008;6,005999882;3437;69615;5600;18200;0,2275;1,651000029
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Hydrolycus armatus;5;10;1,364999992;12,38249981;7612,5;74295;3500;7800;0,2625;7,214999938
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Leiarius marmoratus;5;10;1,470000033;20,9820002;17878;391560;8400;28600;1,120000033;6,942000198
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Leiarius sp. 1;5;10;2,309999967;13,8060001;28056;207090;8400;25480;2,158799977;7,981999826
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Megalonema sp. 1;5;10;0,735000008;6,239999938;5880;61620;5600;14300;0;0,728000003
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Mylossoma aureum;5;10;0,647499987;13,975;5880;167700;3500;15600;0;1,254500005
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Panaque titan;5;10;3,430000067;6,370000124;34300;63700;7000;13000;0,573999995;1,065999991
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Piaractus brachypomus;5;10;2,1;10,43900037;22960;162526;6627,728242;24180;2,1;10,43900037
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Pimelodus blochii;5;10;0,864500014;4,875000124;7780,5;52494;6300;13910;0;0,132599997
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Pinirampus pirinampu;5;10;0,693;10,04249975;7595;85520,5;5600;20800;0,532000008;4,199000056
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Plagioscion squamosissimus;5;10;2,030000067;3,770000124;12180;22620;4200;7800;2,030000067;3,770000124
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Platynematichthys notatus;5;10;0,660800004;11,96;7518;108940;5588,333789;20800;0,403200016;3,431999888
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Prochilodus nigricans;5;10;2,282000043;59,6375;20510;841360;5600;20800;0;0,66820001
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Pseudoplatystoma punctifer;5;10;1,680000067;22,75;20160;360360;7000;26000;0;11,7
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Pseudoplatystoma tigrinum;5;10;3,052000093;28,0019997;36036;392730;7000;24700;2,897999973;19,94199995
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Schizodon fasciatus;5;10;0,672000027;4,81;7196;60320;7140;19760;0,211400007;0,468000019
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Sorubim lima;5;10;0,409500014;7,761000037;2380;62088;4760;18395;0;1,3
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Sorubimichthys planiceps;5;10;1,498000007;12,16799955;15120;149760;5600;18200;1,483999987;9,359999752
Amazonía;Caquetá;Cartagena Del Chairá;Cartagena del Chairá;Zungaro zungaro;5;10;2,240000033;49,71850035;39651,5;733096;8400;28600;2,1;29,69199983
Amazonía;Caquetá;Curillo;Curillo;Ageneiosus inermis;5;10;0,35;5,85;4200;69153,5;5600;18200;0,270899999;2,755350053
Amazonía;Caquetá;Curillo;Curillo;Ageneiosus vittatus;5;10;0,168000005;1,143999994;2100;13728;8400;16380;0,110600003;0,805999991
Amazonía;Caquetá;Curillo;Curillo;Aguarunichthys inpai;5;10;0,495249993;5,580250211;5880;67840,5;5600;20800;0,489999992;3,630249947
Amazonía;Caquetá;Curillo;Curillo;Brachyplatystoma filamentosum;5;10;6,27900002;60,27125;102844;880035;9100;26000;6,27900002;55,38
Amazonía;Caquetá;Curillo;Curillo;Brachyplatystoma rousseauxii;5;10;8,210999813;22,57125;130296,25;371280;9415;26000;8,210999813;22,57125
Amazonía;Caquetá;Curillo;Curillo;Brachyplatystoma tigrinum;5;10;1,704849985;14,7225;17150;171112,5;7000;18200;1,704849985;6,721000006
Amazonía;Caquetá;Curillo;Curillo;Brycon amazonicus;5;10;0,80815001;53,38125;10062,5;652860;7000;21580;0,517999986;4,726149987
Amazonía;Caquetá;Curillo;Curillo;Brycon hilarii;5;10;0,374500006;11,8625;3290;119990;5600;15600;0;3,706299952
Amazonía;Caquetá;Curillo;Curillo;Brycon melanopterus;5;10;0,140000002;0,260000004;1400;2600;7000;13000;0,140000002;0,260000004
Amazonía;Caquetá;Curillo;Curillo;Calophysus macropterus;5;10;0,560000008;8,07625;5777,45;80762,5;7000;15600;0,547750005;2,989999938
Amazonía;Caquetá;Curillo;Curillo;Hemisorubim platyrhynchos;5;10;0,35;3,814200082;3634,75;40404;5600;18200;0,280000004;2,080000031
Amazonía;Caquetá;Curillo;Curillo;Hydrolycus armatus;5;10;1,490999938;10,99865013;6566;91104;2800;15600;1,490999938;9,555
Amazonía;Caquetá;Curillo;Curillo;Leiarius marmoratus;5;10;1,752099998;13,48099954;23520;251342;8400;26000;1,75;7,910499895
Amazonía;Caquetá;Curillo;Curillo;Leiarius sp. 1;5;10;2,169999933;8,163999932;33271;130624;9170;20800;2,071999952;7,520499864
Amazonía;Caquetá;Curillo;Curillo;Leporinus subniger;5;10;0,210000008;20,865;1711,5;138645;4200;13000;0;0,784550003
Amazonía;Caquetá;Curillo;Curillo;Megalonema sp. 1;5;10;0,356999993;11,7;3535;132600;5600;16900;0,175;1,078999978
Amazonía;Caquetá;Curillo;Curillo;Mylossoma albiscopum;5;10;1,1375;9,164999938;5687,5;45825;3500;10400;0,301000005;0,994499981
Amazonía;Caquetá;Curillo;Curillo;Oxydoras niger;5;10;4,172000027;28,63639935;20832;217659;2800;16640;3,85;12,87519987
Amazonía;Caquetá;Curillo;Curillo;Panaque titan;5;10;2,939999866;5,459999752;17640;32760;4200;7800;0,734999967;1,364999938
Amazonía;Caquetá;Curillo;Curillo;Phractocephalus hemioliopterus;5;10;5,11;34,3460006;70602;503412;7000;23400;5,11;23,92
Amazonía;Caquetá;Curillo;Curillo;Piaractus brachypomus;5;10;1,548749983;30,19249926;19320;401700;7000;23400;1,469999933;13,5199995
Amazonía;Caquetá;Curillo;Curillo;Pimelodus blochii;5;10;0,141050001;2,860000062;1405,25;34320;7000;15600;0,107100004;0,390000015
Amazonía;Caquetá;Curillo;Curillo;Pimelodus ornatus;5;10;0,171500005;1,371500017;1869;15288;6230;15600;0,171500005;1,052999976
Amazonía;Caquetá;Curillo;Curillo;Pinirampus pirinampu;5;10;1,120000017;18,37875006;11200;186907,5;7000;14950;0,904750034;4,078749985
Amazonía;Caquetá;Curillo;Curillo;Plagioscion squamosissimus;5;10;1,4;8,709999907;6020;52520;2800;18200;1,4;6,578000081
Amazonía;Caquetá;Curillo;Curillo;Platynematichthys notatus;5;10;0,532000002;6,681999826;6804;86268;7700,001367;18200;0,532000002;4,160000062
Amazonía;Caquetá;Curillo;Curillo;Prochilodus nigricans;5;10;0,721000005;48,555;5705;406588;4200;17810;0;1,177150028
Amazonía;Caquetá;Curillo;Curillo;Prochilodus rubrotaeniatus;5;10;1,561000005;17,0625;12488;170625;5600;13000;0,208600002;1,242799985
Amazonía;Caquetá;Curillo;Curillo;Pseudoplatystoma punctifer;5;10;1,971199989;22,0220002;27422,5;355680;7700;26000;1,971199989;14,14399965
Amazonía;Caquetá;Curillo;Curillo;Pseudoplatystoma tigrinum;5;10;4,543000007;40,54700045;60541,25;524420;7700;26000;4,441500103;24,37564977
Amazonía;Caquetá;Curillo;Curillo;Rhaphiodon vulpinus;5;10;1,819999933;3,379999876;0;0;0;0;0,609000003;1,131000006
Amazonía;Caquetá;Curillo;Curillo;Salminus hilarii;5;10;0,210000008;4,394000025;672;43940;1680;13000;0,210000008;0,65
Amazonía;Caquetá;Curillo;Curillo;Schizodon fasciatus;5;10;0,171500005;10,19199989;1715;73320;4200;14430;0,140000002;0,880749978
Amazonía;Caquetá;Curillo;Curillo;Sorubim lima;5;10;0,233799998;9,359999752;2740,08;102024;5600;18200;0;1,591200032
Amazonía;Caquetá;Curillo;Curillo;Sorubim maniradii;5;10;0,35;8,391499994;2656,5;87282;5600;15600;0,210700008;1,430000031
Amazonía;Caquetá;Curillo;Curillo;Sorubimichthys planiceps;5;10;2,01599998;15,73000025;19726;228540;5600;20800;1,888600035;13,9879998
Amazonía;Caquetá;Curillo;Curillo;Zungaro zungaro;5;10;3,15;58,15875;50050;953030;9100;26000;3,010000134;42,9
Amazonía;Caquetá;Florencia;Aparca;Ageneiosus inermis;5;10;3,010000134;25,675;42140;359450;9100;20800;0;1,689999938
Amazonía;Caquetá;Florencia;Aparca;Aguarunichthys inpai;5;10;0,20125;2,405;2012,5;24050;7000;13000;0,175;2,405
Amazonía;Caquetá;Florencia;Aparca;Brachyplatystoma tigrinum;5;10;9,45;17,55;189000;351000;14000;26000;9,45;17,55
Amazonía;Caquetá;Florencia;Aparca;Brycon amazonicus;5;10;1,1725;9,353499913;10083,5;96265;6020;18200;0;3,445
Amazonía;Caquetá;Florencia;Aparca;Brycon falcatus;5;10;1,069599981;8,385000248;10696;99281;5600;18087,75046;0;0,058500002
